MAG	day_1	day_8	day_15	day_22	day_28	day_29	day_38	day_45	day_50	day_64	day_71	day_78	day_86	day_92	day_99	day_106	day_115	day_121	day_127	day_134	day_141	day_147	day_158	day_163	day_172	day_189	day_199	day_206	day_213	day_220	day_227	day_234	day_240	day_248	day_255	day_267	day_275	day_284	day_289	day_295	day_302	day_311	day_318	day_325	day_330	day_338	day_346	day_353	day_358	day_372	day_380	day_386	day_395	day_406	day_415	day_423	day_436	day_445	day_449	day_464	day_480	day_484	day_493	day_500	day_507	day_512	day_522	day_528	day_536	day_541	day_547	day_560	day_570	day_575	day_584
CAN_4_bin.195	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
CAN_4_bin.197	0.015825	0.009370	0.005891	0.007803	0.003384	0.003725	0.007646	0.005786	0.003794	0.004439	0.000000	0.002954	0.000557	0.003167	0.002315	0.003592	0.002398	0.003372	0.002579	0.001708	0.002195	0.002934	0.003051	0.002717	0.002652	0.001802	0.005460	0.004756	0.003858	0.000000	0.013686	0.005538	0.005621	0.024602	0.017988	0.022293	0.031025	0.006217	0.022660	0.069290	0.107936	0.050480	0.153719	0.114879	0.137080	0.250766	0.237530	0.124519	0.160230	0.417810	0.442533	0.402367	0.384897	0.316020	0.188043	0.279590	0.333238	0.308940	0.309234	0.228311	0.330172	0.205513	0.399078	0.543420	0.330186	0.843897	1.391785	1.071873	0.542212	0.598361	0.478632	0.329900	0.327520	0.357099	0.229686
CAN_4_bin.208	0.108621	0.179427	0.166871	0.185655	0.404959	0.309044	0.319857	0.320617	0.303953	0.303749	0.741740	1.073221	1.044298	0.990872	1.074470	0.974805	0.935528	0.967514	0.979964	0.985182	0.927881	0.943830	0.963635	0.955777	0.969213	0.921644	0.939687	0.920137	0.971883	0.765056	0.636376	0.581492	0.376574	0.319823	0.419715	0.356685	1.396128	0.994654	1.829821	0.706763	1.079361	0.858152	0.812517	0.739224	0.508339	0.423516	0.304658	0.220738	0.309409	0.243203	0.205684	0.112426	0.061095	0.050971	0.016592	0.018639	0.005745	0.025745	0.006185	0.006008	0.030016	0.018133	0.016862	0.026638	0.000000	0.018266	0.008512	0.013440	0.000000	0.000000	0.014652	0.003666	0.016376	0.004105	0.000000
CAN_4_bin.220	0.063932	0.054656	0.090286	0.084103	0.117617	0.078844	0.087520	0.079449	0.075389	0.069834	0.039335	0.080668	0.060446	0.087183	0.085180	0.091348	0.083123	0.085622	0.091119	0.078207	0.078035	0.080201	0.085015	0.082176	0.082665	0.091083	0.082448	0.087992	0.080046	0.215785	0.294238	0.221521	0.252923	0.356726	0.269817	0.200635	0.117895	0.155415	0.175617	0.207871	0.210191	0.208228	0.214109	0.194795	0.199909	0.161605	0.263348	0.215078	0.237582	0.249439	0.230616	0.278107	0.592620	0.591264	0.685803	0.677229	0.574548	0.572826	0.445297	0.702956	0.630328	0.737427	1.152268	1.369206	1.042692	1.727980	1.830177	1.753973	1.486847	1.329364	1.279609	0.956710	0.646852	0.517178	0.429249
CAN_4_bin.236	34.175459	25.660750	31.572277	30.563217	35.482736	32.696952	32.341200	31.514903	31.659392	32.831771	23.488424	13.841896	14.273935	13.915984	13.819507	13.951078	14.008944	13.930029	13.663965	13.757626	14.041368	13.776493	13.658884	13.900642	14.349876	14.026448	13.791911	13.822156	14.248412	1.772053	6.911181	6.772997	5.508094	4.944954	3.897350	2.151257	2.773641	1.112769	1.654203	5.661031	5.612680	3.779657	4.606094	3.756056	3.238520	2.529953	1.611071	1.324428	1.254213	1.496633	0.909998	0.366864	0.507087	0.127427	0.846192	0.633737	0.459638	0.386175	0.346342	0.570776	0.642334	0.652805	0.646394	0.793820	0.839947	1.355350	1.310917	1.061792	1.419071	1.252727	0.835165	0.634141	0.438058	0.295530	0.338881
CAN_4_bin.238	0.017977	0.033887	0.012193	0.010404	0.019219	0.016390	0.021228	0.020885	0.017874	0.020861	0.005619	0.186558	0.170754	0.197094	0.212718	0.213487	0.193220	0.222393	0.216796	0.206148	0.192892	0.204659	0.185893	0.193555	0.192074	0.203386	0.206393	0.203658	0.191676	0.320408	0.232654	0.188293	0.219200	0.178363	0.167886	0.222928	0.297841	0.261097	0.464537	0.346452	0.391979	0.391217	0.411749	0.319664	0.268449	0.200613	0.314985	0.356577	0.309409	0.517585	0.498629	0.230769	0.213832	0.112136	0.127205	0.136688	0.155128	0.225269	0.303049	0.156212	0.192100	0.272002	0.151762	0.266383	0.208538	0.365323	0.736327	0.930748	0.631169	0.604256	0.517705	0.582823	0.446246	0.250380	0.210859
CAN_4_bin.25	0.010508	0.005934	0.005891	0.004985	0.004196	0.003352	0.007466	0.004657	0.006890	0.006066	0.022477	0.046810	0.039555	0.047131	0.034257	0.062866	0.066738	0.060891	0.058970	0.051442	0.054137	0.056239	0.046575	0.055463	0.061225	0.068263	0.056967	0.066589	0.055212	0.215785	0.239496	0.215983	0.314748	0.375177	0.353759	0.395697	0.775627	1.106552	0.878087	0.602827	1.028234	0.725644	1.037606	0.784177	1.233722	1.359710	1.796964	1.352728	1.917233	1.477925	1.664174	1.899408	1.857283	1.636169	1.266523	1.018950	0.787130	0.901075	0.853485	0.672915	0.474247	0.441248	0.320387	0.394246	0.243295	0.526066	0.561822	0.514096	0.775194	0.819431	0.996337	1.572523	2.247605	2.622830	2.748701
CAN_4_bin.35	0.004937	0.004216	0.009453	0.010404	0.013129	0.009809	0.015111	0.017075	0.009686	0.012872	0.011238	0.014997	0.016713	0.015276	0.019212	0.017962	0.020181	0.021921	0.014957	0.021070	0.015851	0.019561	0.014440	0.019016	0.018345	0.021820	0.017108	0.018161	0.016877	0.052312	0.034214	0.038766	0.044964	0.018451	0.041971	0.161623	0.192355	0.161631	0.271924	0.138581	0.147702	0.182988	0.214109	0.234754	0.291295	0.245194	0.500878	0.447136	0.430963	0.417810	0.361506	0.372781	0.360459	0.295632	0.243349	0.223672	0.155128	0.263886	0.259756	0.222302	0.078041	0.090667	0.084312	0.106553	0.034756	0.058452	0.042562	0.104163	0.033888	0.032424	0.029304	0.018328	0.032752	0.012314	0.033888
CAN_4_bin.38	0.002026	0.002655	0.001233	0.001842	0.001353	0.002732	0.003868	0.004516	0.005093	0.001627	0.005619	0.023632	0.032869	0.029061	0.031248	0.035923	0.028573	0.033162	0.033353	0.033029	0.024630	0.031787	0.027864	0.029429	0.033817	0.030228	0.031305	0.031132	0.031102	0.026156	0.075270	0.055380	0.106790	0.067655	0.119918	0.133757	0.049640	0.124332	0.107637	0.270233	0.835085	0.302877	0.181169	0.059937	0.057117	0.066871	0.077455	0.067919	0.077352	0.093540	0.324109	0.301775	0.250489	0.183496	0.038715	0.031066	0.022982	0.019309	0.030923	0.012016	0.012006	0.012089	0.028104	0.010655	0.017378	0.021919	0.004256	0.013440	0.000000	0.002948	0.073260	0.076977	0.032752	0.045150	0.022592
CAN_4_bin.44	0.035954	0.037166	0.024524	0.022109	0.012587	0.020735	0.020598	0.016934	0.018872	0.018198	0.078669	0.039539	0.047076	0.043778	0.034489	0.048240	0.044558	0.040282	0.046591	0.054669	0.053649	0.049881	0.053083	0.054105	0.048847	0.047443	0.048777	0.060319	0.049185	0.098084	0.136855	0.149526	0.202338	0.141460	0.149898	0.122610	0.124100	0.105682	0.118967	0.103936	0.164745	0.170369	0.181169	0.164827	0.177062	0.133742	0.098110	0.305637	0.149180	0.124719	0.124657	0.224852	0.354350	0.361894	0.392677	0.453557	0.344729	0.296067	0.216464	0.390531	0.444231	0.435203	0.460907	0.559403	0.475004	0.529719	0.566078	0.406572	0.385479	0.280021	0.283272	0.285913	0.245640	0.192915	0.286166
CAN_4_bin.70	0.002152	0.002811	0.000959	0.000759	0.000947	0.003477	0.002788	0.001552	0.001897	0.001923	0.000000	0.017042	0.013649	0.019933	0.020601	0.017705	0.019382	0.014801	0.016505	0.019742	0.017558	0.022740	0.021966	0.016526	0.017461	0.015814	0.018746	0.015350	0.013502	0.065389	0.041057	0.038766	0.084308	0.092257	0.065955	0.066878	0.055845	0.062166	0.056651	0.124723	0.130660	0.189298	0.148229	0.139853	0.159927	0.111452	0.201384	0.249038	0.149180	0.124719	0.168287	0.159763	0.219941	0.316020	0.309717	0.260951	0.304510	0.315376	0.389634	0.234319	0.198103	0.163201	0.129279	0.117208	0.092684	0.069411	0.127687	0.094083	0.076249	0.079585	0.048840	0.062314	0.094162	0.090301	0.086603
CAN_4_bin.92	0.035700	0.028421	0.015756	0.019075	0.011640	0.019370	0.018979	0.024413	0.023965	0.020566	0.044954	0.054536	0.040390	0.044523	0.041201	0.044391	0.054349	0.047964	0.049858	0.045368	0.044626	0.051837	0.049016	0.052067	0.046416	0.059855	0.052781	0.053185	0.048944	0.091545	0.130012	0.066456	0.151754	0.104557	0.101931	0.050159	0.080665	0.031083	0.084976	0.083149	0.079532	0.157749	0.159209	0.104890	0.188485	0.144887	0.191056	0.124519	0.198906	0.162135	0.218150	0.242604	0.488759	0.596361	0.724517	0.764212	0.804367	0.810967	0.773084	0.708964	0.660343	0.525870	0.623911	0.591369	0.446041	0.478574	0.463928	0.433453	0.436311	0.386135	0.361416	0.476522	0.458528	0.459713	0.433015
CAN_5_bin.1	0.037599	0.041538	0.042471	0.035332	0.033431	0.033152	0.034810	0.028364	0.032952	0.032550	0.011238	0.039993	0.033148	0.038748	0.027545	0.040542	0.040762	0.041968	0.038339	0.045937	0.039749	0.038389	0.037829	0.039617	0.042217	0.039236	0.047503	0.039132	0.039782	0.091545	0.136855	0.127374	0.056205	0.104557	0.023984	0.033439	0.049640	0.074599	0.045321	0.034645	0.045447	0.088339	0.049410	0.089906	0.028558	0.083589	0.134256	0.152819	0.149180	0.081068	0.043630	0.094675	0.207722	0.290535	0.226757	0.279590	0.160873	0.109416	0.111324	0.108147	0.150078	0.199468	0.286662	0.218434	0.191160	0.244767	0.208555	0.238567	0.165205	0.168013	0.234432	0.340897	0.163760	0.098510	0.128022
CAN_5_bin.106	19.525488	23.453904	23.662596	24.155261	19.615046	22.200507	20.459979	22.149406	22.844641	20.439185	20.942909	28.017142	28.380739	28.132452	27.964919	28.269343	27.907390	28.234024	27.939290	28.372494	28.018358	28.711501	28.742068	28.465483	27.967703	28.232261	28.376814	28.160375	27.920591	22.356634	20.617216	18.779421	17.743930	18.156098	18.251589	19.500641	14.228096	13.533507	13.890777	10.906319	10.430040	15.080767	15.981334	18.655412	20.036555	20.490387	16.905918	18.655196	18.266203	15.122225	14.485166	17.301775	16.397849	16.433050	17.205907	15.514135	18.046538	19.115659	20.984600	19.820957	15.361988	14.591393	12.169074	11.156100	8.602213	9.830855	8.938072	8.538020	7.298683	7.731533	8.581197	9.050255	10.664865	14.427616	13.566534
CAN_5_bin.112	0.433216	0.273123	0.316891	0.452269	0.321855	0.320343	0.399462	0.318501	0.281586	0.323426	0.151719	0.330397	0.303067	0.342958	0.330535	0.321257	0.303517	0.321131	0.338517	0.336177	0.304823	0.312246	0.339652	0.303349	0.319608	0.307882	0.319417	0.319324	0.338990	0.313869	0.184754	0.204907	0.281025	0.233717	0.299796	0.462576	0.384711	0.571926	0.538183	0.554324	0.732830	1.148410	0.872907	1.343589	1.365090	1.186960	0.800372	0.549015	0.519366	0.399102	0.835203	0.857988	0.305474	0.168204	0.066368	0.111836	0.109164	0.077235	0.092770	0.066090	0.108056	0.326402	0.258558	0.362280	0.561895	0.927922	0.898063	1.680051	1.948575	2.022048	1.343101	3.049742	3.287481	4.642285	3.385044
CAN_5_bin.145	0.000253	0.000312	0.000685	0.000325	0.000000	0.000745	0.000360	0.000847	0.000599	0.000592	0.000000	0.051582	0.051811	0.048808	0.056246	0.056964	0.055948	0.045153	0.053640	0.043659	0.042675	0.039367	0.043931	0.044597	0.044427	0.045041	0.040769	0.057292	0.044122	0.000000	0.006843	0.011076	0.005621	0.006150	0.017988	0.000000	0.012410	0.043516	0.028325	0.020787	0.039766	0.151439	0.065880	0.014984	0.028558	0.011145	0.010327	0.000000	0.000000	0.000000	0.000000	0.005917	0.000000	0.000000	0.000000	0.000000	0.005745	0.000000	0.000000	0.000000	0.006003	0.000000	0.000000	0.000000	0.028964	0.014613	0.017025	0.063842	0.072013	0.038319	0.170940	0.560830	0.335708	0.262693	0.308758
CAN_5_bin.146	0.000000	0.000156	0.000000	0.000000	0.000135	0.000000	0.000630	0.000000	0.000000	0.001036	0.011238	0.076350	0.069638	0.078055	0.084023	0.080827	0.077328	0.069510	0.082523	0.073462	0.079498	0.088026	0.074439	0.080139	0.084654	0.086279	0.072256	0.091235	0.093065	1.118159	0.766388	1.982611	2.433678	1.894335	2.182516	1.242824	1.209978	1.237101	1.048040	0.533537	1.596319	2.265270	2.283832	2.337546	2.119031	2.524380	1.585253	1.573466	1.469694	1.920678	2.798554	1.562130	0.580401	0.249758	0.127205	0.211246	0.160873	0.321812	0.315418	0.132180	1.194621	0.997340	0.859985	0.799148	0.909460	0.522413	0.310704	0.416653	0.232982	0.268231	0.156288	0.062314	0.049128	0.028732	0.022592
CAN_5_bin.147	0.311429	0.351359	0.220988	0.203754	0.146852	0.320219	0.388038	0.377205	0.346191	0.377133	0.528209	0.983691	0.896665	0.979694	0.936978	0.925025	1.008260	0.967889	1.009363	0.991257	1.007867	0.973172	0.970957	0.935855	0.994631	0.936458	0.974268	0.983266	0.966578	2.295168	1.539620	1.522955	1.405126	1.580663	1.415038	1.398874	1.501613	1.610096	1.540902	1.489745	1.675851	1.773094	1.850124	1.433495	1.822024	1.588186	1.574925	1.494227	1.425493	1.085059	1.202942	0.846154	0.507087	0.417962	0.403739	0.298229	0.476874	0.643625	0.655575	0.594809	0.474247	0.598404	0.640773	0.740543	0.886289	1.194608	0.953394	0.826585	0.720125	0.840064	0.815629	0.857740	0.990748	0.837335	0.892386
CAN_5_bin.149	0.006710	0.009526	0.003151	0.005744	0.013941	0.008940	0.011603	0.008326	0.008088	0.007989	0.000000	0.003408	0.003343	0.003539	0.003009	0.001540	0.003597	0.005995	0.002235	0.004176	0.005853	0.003179	0.002847	0.003396	0.003757	0.003803	0.006370	0.003243	0.002652	0.000000	0.000000	0.000000	0.005621	0.018451	0.017988	0.005573	0.000000	0.006217	0.016995	0.000000	0.011362	0.050480	0.000000	0.024974	0.011423	0.005573	0.015491	0.016980	0.016576	0.006236	0.043630	0.082840	0.128299	0.285438	0.237819	0.459770	0.206837	0.122289	0.092770	0.108147	0.348181	0.205513	0.494632	0.426212	0.735677	0.701421	0.715046	0.645140	0.470200	0.515829	0.371184	0.146622	0.110538	0.077987	0.067776
CAN_5_bin.150	0.000000	0.000781	0.000000	0.000000	0.000541	0.000124	0.000360	0.000000	0.000000	0.000296	0.000000	0.000000	0.000000	0.000186	0.000231	0.000257	0.000000	0.000562	0.000344	0.000190	0.000000	0.000245	0.000000	0.000226	0.000000	0.000200	0.000182	0.000216	0.000241	0.000000	0.000000	0.005538	0.011241	0.012301	0.005996	0.044586	0.055845	0.006217	0.045321	0.159368	0.289723	0.239778	0.164699	0.154837	0.131369	0.078016	0.041310	0.028300	0.033151	0.006236	0.012466	0.005917	0.006109	0.010194	0.000000	0.000000	0.011491	0.006436	0.006185	0.006008	0.006003	0.000000	0.005621	0.005328	0.011585	0.007306	0.008512	0.033601	0.050832	0.053057	0.068376	0.095304	0.069598	0.049255	0.037653
CAN_5_bin.167	0.508921	0.402579	0.382928	0.435795	0.274078	0.374851	0.427526	0.405711	0.342197	0.376542	0.382108	1.671980	1.603635	1.652385	1.634157	1.642465	1.729788	1.700644	1.774251	1.669685	1.706034	1.689602	1.698666	1.622466	1.634290	1.647309	1.699009	1.728715	1.656613	4.073759	3.387163	3.871075	3.906250	3.745618	3.033937	2.942652	2.165550	2.213105	1.767505	2.466741	2.380276	2.770066	2.843810	2.677189	2.490290	2.635832	3.325416	3.395970	3.132770	2.743826	2.393418	2.437870	2.724829	3.955349	2.859355	3.205965	2.579718	2.413593	2.275960	2.012737	1.848961	1.849613	2.175257	1.795418	1.413428	1.271326	1.140668	0.987870	0.982759	0.887225	0.859585	1.096001	1.420617	1.793704	1.709466
CAN_5_bin.173	0.046335	0.022955	0.015482	0.023518	0.092577	0.071518	0.084372	0.073804	0.056417	0.063916	0.005619	0.020678	0.014763	0.018443	0.017129	0.018218	0.019981	0.017424	0.014613	0.017084	0.018046	0.015894	0.014644	0.016073	0.020998	0.021219	0.019656	0.015999	0.017118	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.006205	0.000000	0.000000	0.000000	0.028404	0.006310	0.010980	0.000000	0.000000	0.000000	0.005164	0.005660	0.000000	0.006236	0.024931	0.041420	0.036657	0.178398	0.011061	0.012426	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.011242	0.010655	0.046342	0.076718	0.217067	0.480495	0.436311	0.430348	0.449328	0.249258	0.171948	0.155974	0.176971
CAN_5_bin.177	0.254081	0.284991	0.201123	0.184788	0.129256	0.240009	0.266788	0.267840	0.246638	0.291616	1.123848	0.721919	0.740953	0.717399	0.780044	0.762857	0.747703	0.736502	0.754744	0.724365	0.762301	0.746017	0.698015	0.740942	0.741774	0.727667	0.706540	0.766420	0.747899	1.602040	0.964828	1.052224	0.859937	0.922566	0.827437	0.919579	1.017622	1.112769	0.821437	0.665188	0.835085	0.971731	1.065056	1.053893	1.136623	0.880468	1.017247	0.848993	0.906127	0.573709	0.816505	1.165680	1.191349	1.422091	1.294176	1.745884	1.643206	1.518955	1.397736	1.345830	1.386721	1.196809	1.084818	1.044219	0.747263	0.829284	0.744839	0.608178	0.504088	0.489300	0.410256	0.282248	0.311144	0.254484	0.376534
CAN_5_bin.180	0.001772	0.002342	0.001096	0.002926	0.000812	0.001366	0.003598	0.000988	0.001198	0.000296	0.005619	0.007726	0.006128	0.007638	0.005555	0.006671	0.006794	0.008618	0.007565	0.005885	0.006096	0.003912	0.005491	0.003396	0.006189	0.010209	0.005642	0.009945	0.007233	0.039234	0.020528	0.016614	0.078687	0.061504	0.053963	0.055732	0.012410	0.012433	0.022660	0.062361	0.119298	0.082029	0.126270	0.074921	0.074252	0.111452	0.144583	0.169799	0.154705	0.230731	0.249314	0.218935	0.171065	0.300729	0.243349	0.335508	0.361965	0.411920	0.309234	0.282384	0.186097	0.193424	0.224833	0.223761	0.196953	0.204581	0.144712	0.147844	0.144025	0.117904	0.170940	0.190609	0.233358	0.217543	0.184502
CAN_5_bin.2	0.004811	0.007496	0.006165	0.005853	0.012452	0.007450	0.009265	0.006491	0.008687	0.006658	0.011238	0.008862	0.007242	0.004844	0.006944	0.006928	0.006794	0.008993	0.009972	0.009112	0.006340	0.005868	0.008542	0.004528	0.013483	0.007207	0.009100	0.008432	0.008197	0.000000	0.006843	0.011076	0.000000	0.006150	0.005996	0.000000	0.018615	0.024866	0.056651	0.034645	0.062489	0.075719	0.038430	0.074921	0.045693	0.033435	0.020655	0.016980	0.016576	0.006236	0.006233	0.005917	0.006109	0.005097	0.005531	0.006213	0.000000	0.006436	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.005793	0.000000	0.012769	0.147844	0.787902	0.825326	0.849817	0.945713	0.683698	0.660838	1.005347
CAN_5_bin.40	2.291665	2.017424	1.680360	1.791844	1.240186	1.478916	1.390246	1.541983	1.418916	1.430710	2.388177	2.822006	3.070221	2.780738	2.878524	2.639594	2.613764	2.573168	2.596733	2.611588	2.651229	2.571814	2.664335	2.587298	2.599303	2.594176	2.612306	2.569291	2.629701	1.000458	2.524976	2.392424	2.248201	1.402300	1.193189	1.042189	1.495408	1.087903	1.325629	1.392738	1.880361	1.962393	1.646994	1.473453	1.245145	1.108944	1.466488	1.165950	0.939278	0.860564	0.704313	0.508876	1.600684	0.953158	2.250982	1.379310	0.838839	0.585699	0.500959	0.739005	0.630328	0.556093	0.623911	0.586042	0.492383	0.599131	0.608640	0.504015	0.406659	0.433296	0.385836	0.370221	0.356178	0.291426	0.244747
CAN_5_bin.62	0.035321	0.026703	0.015756	0.023735	0.019625	0.013286	0.016820	0.020603	0.014479	0.014647	0.033715	0.067715	0.077159	0.069113	0.078699	0.070307	0.069335	0.070634	0.075990	0.068147	0.078766	0.066753	0.070168	0.067461	0.069403	0.074668	0.080810	0.068751	0.073295	0.150396	0.164226	0.138450	0.230441	0.221416	0.185874	0.289807	0.099280	0.093249	0.192613	0.214800	0.193149	0.195608	0.312929	0.264722	0.217044	0.239621	0.284003	0.203758	0.292834	0.355450	0.411369	0.402367	0.580401	0.958255	0.707925	0.615098	0.873312	0.926820	0.865854	0.799087	0.708368	0.586315	0.556461	0.559403	0.324393	0.241114	0.259630	0.194886	0.199093	0.156222	0.166056	0.194274	0.200606	0.180602	0.143083
CAN_5_bin.70	0.066843	0.051533	0.036032	0.040101	0.046018	0.053266	0.063054	0.061386	0.065404	0.060069	0.044954	0.264499	0.273818	0.291356	0.284473	0.296367	0.278740	0.272230	0.296912	0.283786	0.295800	0.289751	0.281687	0.281617	0.280707	0.273651	0.285383	0.288624	0.307646	0.111162	0.177912	1.362353	1.455710	3.105972	5.450294	4.999164	4.293869	4.457292	3.625651	1.801552	2.493893	2.864715	2.130113	3.531292	3.198538	1.944831	1.492306	1.188590	1.458644	2.269893	1.551982	1.526627	0.769795	0.489322	0.890437	0.708295	0.746912	0.534209	0.618467	0.324441	0.684356	0.670938	0.517115	0.644646	2.716793	0.737953	0.587359	0.876987	1.177617	0.686789	0.561661	0.700121	0.499468	0.648524	0.542210
CAN_5_bin.9	0.000506	0.001093	0.000822	0.000000	0.001083	0.000621	0.000540	0.000706	0.000799	0.000444	0.000000	0.003408	0.006407	0.002794	0.004166	0.003592	0.004196	0.002998	0.005845	0.001519	0.002926	0.002445	0.002847	0.002943	0.001768	0.002002	0.002366	0.001946	0.001929	0.019617	0.013686	0.005538	0.011241	0.030752	0.005996	0.022293	0.006205	0.024866	0.000000	0.034645	0.017043	0.012620	0.032940	0.039958	0.051405	0.033435	0.077455	0.045280	0.044201	0.087304	0.074794	0.047337	0.067204	0.127427	0.055307	0.093197	0.057455	0.096544	0.111324	0.096131	0.066034	0.072534	0.073071	0.079915	0.081098	0.054799	0.068100	0.067202	0.072013	0.053057	0.092796	0.142957	0.110538	0.077987	0.150614
CAN_5_bin.90	0.000000	0.000000	0.000137	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000148	0.000000	0.130432	0.123121	0.138413	0.120826	0.134199	0.131078	0.134897	0.127051	0.137242	0.134854	0.141574	0.140742	0.146694	0.143669	0.136325	0.148151	0.153068	0.155511	3.276009	1.505406	1.511879	1.281475	1.722123	1.966663	1.632949	1.216183	0.913838	0.696805	0.436530	0.380617	0.536345	0.384299	0.419559	0.394106	0.501532	0.423422	0.645234	0.767998	0.997755	1.321366	1.355030	0.873656	1.151945	0.564128	0.888475	0.614766	0.791659	0.643206	0.600817	2.149118	2.357350	3.091451	3.132658	2.763135	1.508786	1.481166	1.296999	1.334350	1.249779	1.054945	0.619479	0.294768	0.233961	0.316289
CAN_5_bin.97	0.004051	0.005622	0.003562	0.003577	0.004196	0.007574	0.009535	0.012136	0.014479	0.006362	0.000000	0.022723	0.036491	0.027571	0.025924	0.025146	0.027175	0.023045	0.020975	0.020311	0.021947	0.020784	0.023186	0.021053	0.024313	0.021820	0.025845	0.021836	0.021458	0.000000	0.006843	0.011076	0.005621	0.018451	0.029980	0.011146	0.024820	0.000000	0.022660	0.145510	0.670340	0.435386	0.247049	0.179811	0.171350	0.094734	0.087783	0.045280	0.055252	0.056124	0.118424	0.130178	0.122190	0.040777	0.005531	0.018639	0.022982	0.012872	0.006185	0.000000	0.072037	0.036267	0.073071	0.154502	0.121647	0.124210	0.187274	0.124324	0.182149	0.176856	0.117216	0.241927	0.163760	0.176497	0.075307
coasm_bin.103	0.004178	0.004216	0.004110	0.004660	0.002707	0.004594	0.002069	0.005645	0.004394	0.003699	0.005619	0.014316	0.013371	0.016207	0.015045	0.013856	0.018383	0.018361	0.015301	0.019172	0.017558	0.015894	0.015050	0.014715	0.014146	0.018817	0.017836	0.019458	0.017118	0.032695	0.034214	0.044304	0.061826	0.030752	0.029980	0.027866	0.062050	0.055949	0.028325	0.097007	0.147702	0.094649	0.126270	0.134858	0.154215	0.111452	0.067128	0.084899	0.116029	0.081068	0.112191	0.130178	0.146628	0.214078	0.160389	0.260951	0.212583	0.225269	0.241202	0.270368	0.138072	0.157157	0.157383	0.149174	0.127440	0.127863	0.089381	0.084003	0.076249	0.061899	0.073260	0.069646	0.065504	0.065673	0.067776
coasm_bin.105	0.084314	0.062776	0.053706	0.041509	0.042770	0.050286	0.045874	0.043605	0.044135	0.061549	0.050573	0.044992	0.066017	0.066505	0.053237	0.053628	0.065339	0.067636	0.062236	0.064920	0.067061	0.061618	0.062032	0.074705	0.064319	0.066261	0.059879	0.057076	0.065098	0.091545	0.123170	0.083070	0.101169	0.036903	0.035976	0.039012	0.031025	0.018650	0.033990	0.048503	0.017043	0.018930	0.027450	0.054942	0.005712	0.022290	0.046473	0.033960	0.016576	0.024944	0.024931	0.035503	0.012219	0.035680	0.016592	0.062131	0.057455	0.032181	0.074216	0.054074	0.012006	0.012089	0.016862	0.026638	0.046342	0.014613	0.012769	0.020161	0.016944	0.011790	0.014652	0.003666	0.004094	0.016418	0.015061
coasm_bin.108	0.024180	0.019208	0.021647	0.014523	0.014888	0.017755	0.014302	0.021450	0.018473	0.020861	0.033715	0.036812	0.029805	0.033346	0.035877	0.040799	0.031571	0.040282	0.028711	0.034548	0.030238	0.032276	0.036406	0.029882	0.043101	0.037835	0.034763	0.034808	0.029897	0.117701	0.109484	0.083070	0.061826	0.123009	0.077947	0.072452	0.074460	0.055949	0.073646	0.048503	0.073851	0.088339	0.071370	0.089906	0.074252	0.122597	0.118765	0.107539	0.071827	0.124719	0.099726	0.053254	0.232160	0.198787	0.304187	0.242311	0.132146	0.160906	0.142248	0.336458	0.240125	0.253868	0.275420	0.202451	0.139026	0.189968	0.208555	0.178085	0.144025	0.135589	0.170940	0.106301	0.110538	0.098510	0.109195
coasm_bin.110	0.001772	0.002499	0.002329	0.003143	0.005414	0.004718	0.004318	0.001693	0.002097	0.002219	0.005619	0.038402	0.032034	0.034463	0.026850	0.033101	0.036166	0.036160	0.033869	0.036446	0.038773	0.037411	0.035185	0.036900	0.030944	0.036433	0.033125	0.028322	0.039059	0.019617	0.041057	0.055380	0.016862	0.012301	0.023984	0.005573	0.006205	0.018650	0.028325	0.006929	0.005681	0.056790	0.071370	0.059937	0.068540	0.005573	0.056801	0.033960	0.011050	0.037416	0.018699	0.023669	0.000000	0.015291	0.016592	0.006213	0.017236	0.045054	0.037108	0.012016	0.000000	0.000000	0.005621	0.010655	0.005793	0.003653	0.000000	0.023521	0.000000	0.000000	0.000000	0.003666	0.000000	0.008209	0.007531
