parameter,ASV,rho_interp,p_interp,n_interp,rho_meas,p_meas,n_meas,q_interp,q_meas,confirmed
N to N2O conversion [N2O%],midas_g_46393,0.20787385577091813,0.0939619981170109,66,0.2019327632843274,0.27598543730992936,31,0.17902920182162932,0.4877617272240485,False
N to N2O conversion [N2O%],midas_g_4708,0.27211313822808714,0.02708368167081601,66,0.3217614256441067,0.07753795146222281,31,0.06632325148128296,0.2137988102290345,False
N to N2O conversion [N2O%],midas_g_48042,-0.0839017380860692,0.5029981061988393,66,-0.12252281500012231,0.5114217292977307,31,0.6330204907030115,0.7044686100277525,False
N to N2O conversion [N2O%],midas_g_48622,0.14048433326720428,0.26055343651918417,66,0.21636072819876892,0.2423824722813696,31,0.392392045233138,0.44705375506647227,False
N to N2O conversion [N2O%],midas_g_497,0.10123530609185899,0.41862652589402477,66,0.08238668312412245,0.6594955862548372,31,0.554375734659101,0.8012643342428295,False
N to N2O conversion [N2O%],midas_g_50688,0.07332911781011739,0.5584570596272428,66,-0.03801973531274869,0.839088857189782,31,0.6812808911421225,0.9110335170368081,False
N to N2O conversion [N2O%],midas_g_50918,0.05367654885013667,0.6686166676340062,66,0.13305091278511277,0.47551433180115255,31,0.7695045471528911,0.6742295763098144,False
N to N2O conversion [N2O%],midas_g_5121,-0.034593145448232075,0.7827409239413669,66,0.10236188740241571,0.5837269761294238,31,0.8559564571521556,0.7478729562664633,False
N to N2O conversion [N2O%],midas_g_52,0.485730787614419,3.562142437431746e-05,66,0.46914708665203236,0.0077583346685772495,31,0.0003183381756121773,0.037480688001709506,True
N to N2O conversion [N2O%],midas_g_534,0.06849541757173948,0.5847430418510984,66,0.035450761209231095,0.8498345689636532,31,0.7016782304187944,0.9164891348626439,False
N to N2O conversion [N2O%],midas_g_53756,-0.042873563246262174,0.732494832835397,66,0.17513853316273462,0.34600362055048073,31,0.8186291271456585,0.5535842484461148,False
N to N2O conversion [N2O%],midas_g_53862,0.30073068247906654,0.014145239970890237,66,0.388754287646853,0.030666507260164674,31,0.03941731811278491,0.10612470088214562,False
N to N2O conversion [N2O%],midas_g_53968,0.10682149086838325,0.3932783939311505,66,0.0839022076624909,0.6536168166985176,31,0.529889263958489,0.7966645291464409,False
N to N2O conversion [N2O%],midas_g_5463,0.11594883801437772,0.3538710003824093,66,0.041002332178566636,0.8266486879982369,31,0.4914037093749334,0.9022301066664681,False
N to N2O conversion [N2O%],midas_g_5467,-0.09274543034526068,0.45889368366243694,66,0.012300391253282781,0.9476376429652632,31,0.5923518070898313,0.970822500484378,False
N to N2O conversion [N2O%],midas_g_547,-0.038022506347438555,0.7618106413378366,66,-0.19405336053687425,0.2955480832454371,31,0.8400018768535016,0.508584384125074,False
N to N2O conversion [N2O%],midas_g_5535,0.21791867159658249,0.07879081973721612,66,0.1393771356448046,0.4545864711885617,31,0.155331963048164,0.6601539739846043,False
N to N2O conversion [N2O%],midas_g_55441,0.2367449289947831,0.05563536053528367,66,0.2580063344311974,0.16111162341436555,31,0.11792117685319527,0.3514603131598958,False
N to N2O conversion [N2O%],midas_g_5621,0.14608983155013164,0.2418179006803027,66,0.09209749547808689,0.6221861179999189,31,0.371255107126025,0.7755719075516513,False
N to N2O conversion [N2O%],midas_g_56678,0.06617438502148561,0.5975613289627192,66,-0.03138448427817329,0.8668967250785695,31,0.7131067227430853,0.9264457662697427,False
N to N2O conversion [N2O%],midas_g_57380,-0.12447367420397656,0.31935359988315065,66,-0.2693313891733544,0.14287133473012587,31,0.45745423265531754,0.32251956476086835,False
N to N2O conversion [N2O%],midas_g_5763,0.1543999798089505,0.21578156025810033,66,0.14864875548389067,0.4248248798418195,31,0.3402251111154562,0.6329419605732001,False
N to N2O conversion [N2O%],midas_g_57689,0.33131992576462177,0.006578880449980341,66,0.36239113255449174,0.04512595927235894,31,0.021186535157218543,0.14220592040512192,False
N to N2O conversion [N2O%],midas_g_58094,0.07742647612204084,0.5366241288410888,66,0.15797079608203293,0.39602162548270275,31,0.6624251914867619,0.6045314520586987,False
N to N2O conversion [N2O%],midas_g_5889,0.15307707958740743,0.21978868216623546,66,0.09714429370321769,0.6031458164100455,31,0.3450819667593059,0.7611318812365885,False
N to N2O conversion [N2O%],midas_g_59074,-0.009346654049000258,0.9406257812521419,66,-0.018392134153091554,0.9217710944937753,31,0.9616409314641334,0.9560968119090748,False
N to N2O conversion [N2O%],midas_g_5914,0.43203088503519355,0.00029201332769740386,66,0.3480198566564662,0.05504454879467773,31,0.0017846019663382959,0.16486897057021643,False
N to N2O conversion [N2O%],midas_g_6092,-0.003923744688943419,0.9750560453739342,66,0.09609742482424584,0.6070749458068798,31,0.9842435309910027,0.76450607033059,False
N to N2O conversion [N2O%],midas_g_61007,-0.06402256976627453,0.6095551982291081,66,0.09433198380566804,0.6137254214933485,31,0.7228837992085764,0.7697217671883632,False
N to N2O conversion [N2O%],midas_g_6223,0.3015293193586658,0.01387860526572958,66,0.33066434575600206,0.06923276705539028,31,0.03883476610319286,0.19629638063318655,False
N to N2O conversion [N2O%],midas_g_627,-0.222502963326681,0.07254727429193215,66,-0.20109138973628524,0.2780334724623034,31,0.1457094744302995,0.4905390579139086,False
N to N2O conversion [N2O%],midas_g_6489,0.39685839685839686,0.0009699665715771164,66,0.31204567867455507,0.08745653893739515,31,0.004559455128612722,0.23301914470154542,False
N to N2O conversion [N2O%],midas_g_6692,0.20141009336244908,0.10487486453223505,66,0.15698035748365513,0.39902767953345397,31,0.19581358678611205,0.6080648130247559,False
N to N2O conversion [N2O%],midas_g_67307,-0.14744033602528295,0.2374460446264931,66,0.13429583698084493,0.4713568716814804,31,0.36607947671361435,0.6719364392156024,False
N to N2O conversion [N2O%],midas_g_675,-0.07504889531809694,0.5492420067012235,66,-0.2859598940240948,0.11887870097232223,31,0.6737083101974723,0.2863117255052204,False
N to N2O conversion [N2O%],midas_g_690,-0.06013470892297551,0.6314856424946692,66,-0.22190156489638013,0.23023571189288894,31,0.7406343786095305,0.43220577485041034,False
N to N2O conversion [N2O%],midas_g_694,-0.008877389983744644,0.94360178059938,66,-0.26505104591636847,0.14957985037755409,31,0.9638475717183439,0.3337056006469505,False
N to N2O conversion [N2O%],midas_g_70,0.1996384157830935,0.10803122843066391,66,0.14168845458167215,0.4470649597828096,31,0.2002548826772339,0.6539434507432885,False
N to N2O conversion [N2O%],midas_g_7059,0.031383364802723426,0.8024714789995603,66,0.07642631637314758,0.682807008351363,31,0.869524801501706,0.8122872409998925,False
N to N2O conversion [N2O%],midas_g_7101,0.13144963144963145,0.292766873673234,66,0.2092546515012417,0.2585749449514384,31,0.4287663189938387,0.46719403783262436,False
N to N2O conversion [N2O%],midas_g_71310,-0.03357839928838026,0.7889644842356518,66,0.19919028340080974,0.28269705681216756,31,0.8603709725382721,0.495448947039894,False
N to N2O conversion [N2O%],midas_g_7235,0.08687140388489209,0.4879487401925417,66,-0.14571232715427296,0.4341319534708592,31,0.6193892451753138,0.6413659759124146,False
N to N2O conversion [N2O%],midas_g_7280,-0.10021442974268634,0.42335824081254847,66,-0.27992289370405854,0.12721589069709227,31,0.5586549827504911,0.29910212160235944,False
N to N2O conversion [N2O%],midas_g_739,-0.005601747140090737,0.9643945605489801,66,-0.1768217392508715,0.3413145000527797,31,0.9769352047004914,0.5490305081058721,False
N to N2O conversion [N2O%],midas_g_75,0.4449919980083569,0.00018136376918528857,66,0.37904513408723994,0.03547449155390134,31,0.0012140601332429012,0.11911363090199216,False
N to N2O conversion [N2O%],midas_g_75834,-0.11465936799584238,0.3592854117012842,66,-0.2835886347763505,0.12210365115006842,31,0.4965086755116428,0.2913479574046206,False
N to N2O conversion [N2O%],midas_g_7617,0.345294984186697,0.004518572129878014,66,0.32454653043692794,0.07486125490143951,31,0.015664383383577115,0.20851598316449735,False
N to N2O conversion [N2O%],midas_g_764,0.05181603869263949,0.679467261829998,66,-0.08139921070829098,0.6633367979012801,31,0.7777853598383178,0.8019662921348314,False
N to N2O conversion [N2O%],midas_g_7694,0.32318872756374867,0.008123991350338727,66,0.1569742583148345,0.39904623115897825,31,0.025219810575742616,0.6080648130247559,False
N to N2O conversion [N2O%],midas_g_77369,0.06855137919957005,0.5844355316121893,66,-0.12553793711269315,0.5010032624932581,31,0.7015514193297664,0.6958999299825268,False
N to N2O conversion [N2O%],midas_g_79561,0.26417162668724287,0.032083427386589175,66,0.25312528749287905,0.16946585207571566,31,0.07591961278542414,0.3639302188955716,False
N to N2O conversion [N2O%],midas_g_81,0.20413079962946037,0.10016748499257525,66,0.1629533675449208,0.38109686579519647,31,0.18883395688140125,0.5897633948118691,False
N to N2O conversion [N2O%],midas_g_8129,0.28981691191000264,0.01825524623027244,66,0.3101851123617891,0.08946181434707993,31,0.04842933539175442,0.23673752004616055,False
N to N2O conversion [N2O%],midas_g_81585,0.295430881617292,0.016028955881348096,66,0.1984321828724494,0.28457066613240395,31,0.043559988014840414,0.49677200017915474,False
N to N2O conversion [N2O%],midas_g_82505,-0.08402970004540168,0.50234473493609,66,-0.18190576518537127,0.32738675520587285,31,0.6324857284076436,0.5405474937157396,False
N to N2O conversion [N2O%],midas_g_82802,-0.13533831715536077,0.2785952791078296,66,-0.16355294623836783,0.37932323030889015,31,0.4133371118427804,0.5879924833896046,False
N to N2O conversion [N2O%],midas_g_8282,0.03779539252172644,0.7631917108946759,66,0.13811984886713416,0.45870612068982286,31,0.8409910455834583,0.6638853071111736,False
N to N2O conversion [N2O%],midas_g_8315,-0.08798709952602207,0.4823566671046729,66,-0.3138448427817329,0.08555027899639309,31,0.6144227991732828,0.22984168369792368,False
N to N2O conversion [N2O%],midas_g_83150,-0.20885192193212296,0.0923911540784851,66,-0.10528542274652736,0.5729682959543828,31,0.1765753291574349,0.7395257162473184,False
N to N2O conversion [N2O%],midas_g_8637,0.02198354719176597,0.8609193741757417,66,-0.09882965883449253,0.5968431577840926,31,0.9096352627820665,0.7584981731938056,False
N to N2O conversion [N2O%],midas_g_8672,0.2525475718743528,0.04077639506878961,66,0.27712308239697897,0.13122546486516493,31,0.09166336675015103,0.30549853987139186,False
N to N2O conversion [N2O%],midas_g_86814,-0.0534164090396708,0.6701298216670337,66,0.05697914555111094,0.7607798558145485,31,0.7708267344109107,0.8577550853512428,False
N to N2O conversion [N2O%],midas_g_87066,0.025401430897882556,0.8395634273715952,66,0.037600473111667636,0.8408406945352592,31,0.8943791042991981,0.9119570156105518,False
N to N2O conversion [N2O%],midas_g_87076,-0.1392430520601877,0.2648313343107621,66,,,31,0.3973708701912651,,False
N to N2O conversion [N2O%],midas_g_8808,-0.01133608076604135,0.9280186198730949,66,-0.12882868914450943,0.4897552611478507,31,0.9536292263746193,0.6873013412690735,False
N to N2O conversion [N2O%],midas_g_8849,0.15610801005372113,0.2106842247283495,66,0.0015769732376003565,0.9932823813423397,31,0.3346680470812481,0.997309267370348,False
N to N2O conversion [N2O%],midas_g_89500,-0.02392160967116498,0.848796577549236,66,-0.16355294623836783,0.37932323030889015,31,0.9009012641278973,0.5879924833896046,False
N to N2O conversion [N2O%],midas_g_90568,0.1103425322861734,0.3777785745382712,66,-0.028689900794494603,0.8782361726926835,31,0.5146298318594127,0.9330209708962118,False
N to N2O conversion [N2O%],midas_g_9266,0.055223834302719696,0.6596438922611406,66,0.03455910855050616,0.8535705325937522,31,0.7626355312391496,0.9191724327025157,False
N to N2O conversion [N2O%],midas_g_94,-0.2179445603515251,0.07875439960923063,66,0.06968363272972215,0.7095268980221479,31,0.1552788128854899,0.831150838599457,False
N to N2O conversion [N2O%],midas_g_945,-0.06812625153745475,0.5867734544539246,66,0.1973711827939658,0.2872062075340472,31,0.7035882732762068,0.49905416754605864,False
N to N2O conversion [N2O%],midas_g_9628,-0.156953822113204,0.20819177259902763,66,-0.18202879704686967,0.3270541023765735,31,0.3316834517521993,0.5405474937157396,False
N to N2O conversion [N2O%],midas_g_973,-0.1901310812320404,0.1262384161143141,66,0.03393946319660815,0.8561686424599145,31,0.22641694932183706,0.921097116994086,False
N to N2O conversion [N2O%],midas_g_9818,-0.062056424045228716,0.6206045620538007,66,-0.22543784481504753,0.2227014697336688,31,0.7315729424778556,0.4224279239499212,False
N to N2O conversion [N2O%],midas_o_2276,-0.10656077789411272,0.394440823371006,66,-0.18231781736643354,0.3262734690955683,31,0.5308086511088879,0.5405474937157396,False
N-Inf [mg/L],AAP99,0.14607600794038955,0.23819050755585994,67,0.13637506017785944,0.3073628495122682,58,0.3669559263801102,0.523328976606824,False
N-Inf [mg/L],ABY1,0.14393529257299267,0.24521426605115354,67,0.09137794492592566,0.49511637573896106,58,0.37525377041675134,0.6906732102755938,False
N-Inf [mg/L],Acetoanaerobium,0.09331817408666737,0.45258725478754186,67,0.08980281453278892,0.5026115728379186,58,0.5866444605476362,0.6972857860063613,False
N-Inf [mg/L],Acidaminobacter,0.13020090980437382,0.29364341151153334,67,0.1953011271127968,0.14178395670633795,58,0.42959744733308725,0.32069883517335857,False
N-Inf [mg/L],Acidibacter,0.10860178055125543,0.38167932912717745,67,0.08969270168333414,0.5031377141187562,58,0.518217044599551,0.69761452256341,False
N-Inf [mg/L],Acidobacteriae,0.05777392791918667,0.6423692796048853,67,0.08629276730667311,0.5195215298093723,58,0.7489141990473724,0.7117625011171325,False
N-Inf [mg/L],Acidovorax,0.19146264809936295,0.1206398100036112,67,0.2305107253341678,0.08171337441592061,58,0.21842331494271952,0.22204943551026185,False
N-Inf [mg/L],Acinetobacter,0.09927952157680353,0.424103460794518,67,0.10889325398223035,0.4158299855871695,58,0.5593198004229517,0.623947162720994,False
N-Inf [mg/L],Aeromonas,0.1229836137498499,0.32144632068277845,67,0.15801501778476948,0.23614797250042407,58,0.45984779132395737,0.4397769272258305,False
N-Inf [mg/L],Aestuariimicrobium,0.07854103073903909,0.5275406675529892,67,0.09103730021045157,0.4967323809523323,58,0.6548953979767179,0.6917438400417413,False
N-Inf [mg/L],Afipia,0.058573772259870975,0.6377629387084678,67,0.046240054730293544,0.730340768167973,58,0.7452301932165296,0.8420013926225941,False
N-Inf [mg/L],Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,0.12518173582193698,0.31280637186148524,67,0.12502558266719363,0.3497289823809147,58,0.45055180396875666,0.5576406424529724,False
N-Inf [mg/L],Alphaproteobacteria,0.24718105056591963,0.04373743733324881,67,0.2620851602954418,0.046875806144857306,58,0.09713633435647079,0.14661884831309902,False
N-Inf [mg/L],Amaricoccus,-0.578043401657422,3.0187240735793636e-07,67,-0.590251777763844,1.0797892546289234e-06,58,5.866396494154416e-06,2.602127540228857e-05,True
N-Inf [mg/L],Aminobacter,0.12036409685888187,0.3319393967530585,67,0.11676133625012286,0.3827386365745278,58,0.47014546584866646,0.5912358468043881,False
N-Inf [mg/L],Anaerolinea,-0.0021465508075811305,0.986245443119089,67,0.04213489493643643,0.7534876728124545,58,0.9913323682776208,0.8560245732640712,False
N-Inf [mg/L],Anaerolineaceae,-0.045849041932421335,0.7125587084844998,67,-0.08123948914412683,0.5443576880735388,58,0.8022223136409989,0.7306128533340526,False
N-Inf [mg/L],Aquimonas,0.4521159174759166,0.00012262896286138896,67,0.4394891318554281,0.0005572200267944022,58,0.0008805300046782653,0.004713668671105239,True
N-Inf [mg/L],Arenimonas,0.14754007514706957,0.23346749575874565,67,0.1185290855679591,0.37552606990142795,58,0.3613407089350519,0.5843095823854177,False
N-Inf [mg/L],Aridibacter,-0.07928041124898494,0.523648943954006,67,-0.05241358855283472,0.6959825204715704,58,0.6517325879986231,0.8199573986023384,False
N-Inf [mg/L],Aurantisolimonas,0.24711146113321383,0.0437986796785351,67,0.2325776897738939,0.07893815642569492,58,0.09724625832835974,0.2167004198032298,False
N-Inf [mg/L],Azoarcus,-0.12472852267829967,0.31457543334204613,67,-0.14142904338999937,0.28960947777040635,58,0.45244357401354296,0.5022112725703115,False
N-Inf [mg/L],Azonexus,-0.08888114814793069,0.47445474534911497,67,-0.0659604241766379,0.6227613164745247,58,0.6069527822098003,0.7757308715286273,False
N-Inf [mg/L],Azospira,0.1744998481812954,0.15785434411311045,67,0.171065978710141,0.19916735011525907,58,0.26949228618360727,0.39560189863457973,False
N-Inf [mg/L],Azovibrio,0.06275044624273612,0.613933886451161,67,0.03649478737451657,0.7856402513377057,58,0.7265877405232766,0.8747492691202403,False
N-Inf [mg/L],Babeliales,0.1601441261073125,0.19547867420937245,67,0.1494941812774125,0.2626977024864503,58,0.3165673590100835,0.47298011494363423,False
N-Inf [mg/L],Bacteria,-0.011807239750735906,0.9244491346357119,67,0.0031010197279605837,0.9815684309829549,58,0.9519315237246353,0.9905312060523132,False
N-Inf [mg/L],Bacteroidetes_vadinHA17,0.11905977390767947,0.33724386273717677,67,0.11138026879716573,0.40519676612861794,58,0.4751813653487134,0.6133342573447277,False
N-Inf [mg/L],Bacteroidia,0.1698414128539582,0.1694244143594703,67,0.10798840851050366,0.4197380525246473,58,0.2847914460478577,0.6275232323232325,False
N-Inf [mg/L],Bauldia,0.06849313768073985,0.5818138042278412,67,0.04583239352232865,0.7326290896017338,58,0.699006703891831,0.8434096979084476,False
N-Inf [mg/L],Bdellovibrio,0.04301215956422157,0.7296402499486293,67,0.007583388131391019,0.9549459421105705,58,0.8164891323349157,0.9752017877662981,False
N-Inf [mg/L],Bdellovibrionaceae,0.12056805792832664,0.33111470835039164,67,0.14954666161585514,0.2625282813166591,58,0.4693042345379531,0.47271648131966054,False
N-Inf [mg/L],Beijerinckiaceae,-0.2854722175069685,0.01919750696392229,67,-0.3156906896767621,0.01577951103924852,58,0.050454551955092956,0.06465262913413741,False
N-Inf [mg/L],Blastocatella,0.13948310501293915,0.26027303057035894,67,0.1139450288119032,0.3943985680155812,58,0.39211135275291703,0.602635617641291,False
N-Inf [mg/L],Blastocatellaceae,0.038642522053375844,0.7562064830166593,67,0.057483795736253326,0.6682083286221351,58,0.8360772844042088,0.8029553551008264,False
N-Inf [mg/L],Blastomonas,0.10322091335305936,0.4058476623038488,67,0.06596444400164392,0.6227400756643008,58,0.5416844046828301,0.7757308715286273,False
N-Inf [mg/L],Blastopirellula,-0.11142378691211309,0.3693567333831037,67,-0.14689361395698888,0.2711851303293922,58,0.5063326937416658,0.48264202481836666,False
N-Inf [mg/L],Blvii28_wastewater-sludge_group,0.05840337840136436,0.6387431079773948,67,0.07457559617267552,0.577962777421643,58,0.7457486723149291,0.7430878782226448,False
N-Inf [mg/L],Bosea,-0.01936591164845413,0.8763891256241622,67,-0.10063609317054462,0.45226226494206023,58,0.9208726066367738,0.6577545718231915,False
N-Inf [mg/L],Bradyrhizobium,0.15936935816911504,0.1976776208168388,67,0.15778540750884307,0.23683824944541151,58,0.3192674562345102,0.4406233193592071,False
N-Inf [mg/L],Brevundimonas,0.14317205945247632,0.24775243201940395,67,0.22442233518176208,0.09033712152931328,58,0.37827734586429024,0.23852474703544177,False
N-Inf [mg/L],Bryobacter,0.2583268917603496,0.03480039775542504,67,0.2560869662559134,0.05233898051683461,58,0.08104287402235011,0.1593660322180495,False
N-Inf [mg/L],Ca_Accumulibacter,-0.16855482317927686,0.17272669365252735,67,-0.15277454043687097,0.25224873636913037,58,0.2888752820053337,0.45947939962816514,False
N-Inf [mg/L],Ca_Alysiosphaera,0.1399421615810845,0.25869208000166416,67,0.11708451907090217,0.38141389059075187,58,0.3902382815797863,0.5898543435888877,False
N-Inf [mg/L],Ca_Bealeia,0.12741673296083764,0.3041761241353089,67,0.0770026691154623,0.5656139369002092,58,0.4412932234312674,0.7350944334746801,False
N-Inf [mg/L],Ca_Caldilinea,-0.1902255650865535,0.1231034186495828,67,-0.1853625200722069,0.16360344344351754,58,0.22201630216927007,0.355274919018059,False
N-Inf [mg/L],Ca_Competibacter,0.2894547517146096,0.017510763693405988,67,0.29652773445513336,0.023807254284440933,58,0.04671628000702427,0.08806584831221302,False
N-Inf [mg/L],Ca_Contendobacter,0.09935639873684372,0.42374295620995134,67,0.08810845122563965,0.5107388018503445,58,0.559056508882626,0.7040940789239944,False
N-Inf [mg/L],Ca_Defluviifilum,0.19232089111456568,0.11895291546568774,67,0.23278979087381585,0.07865765037847215,58,0.21632707075619403,0.21613242363051377,False
N-Inf [mg/L],Ca_Epiflobacter,0.19996923748752318,0.10470726625767492,67,0.17127534528055027,0.19860977185906944,58,0.19557111393810797,0.39506700893507174,False
N-Inf [mg/L],Ca_Flexifilum,0.06588139644652123,0.5963267844346207,67,0.06959326867241633,0.6036916669237291,58,0.7122583405333206,0.7616919902580516,False
N-Inf [mg/L],Ca_Leptovillus,-0.07571280258704968,0.5425587364438954,67,-0.03566046718370266,0.7904282618954204,58,0.6678532923452247,0.8773861997140996,False
N-Inf [mg/L],Ca_Obscuribacter,0.09463131736347304,0.4462238867465372,67,0.09523614238405953,0.4770056306679472,58,0.5804891438292341,0.6753445653289016,False
N-Inf [mg/L],Ca_Parvibacillus,0.16927140979123265,0.17088168501963547,67,0.19448863910400851,0.14348155453381126,58,0.2865941362526694,0.32373211760100434,False
N-Inf [mg/L],Ca_Phosphoribacter,0.14143357753616384,0.25360070078327,67,0.09171858964139976,0.4935031073875037,58,0.38469968083316936,0.6905213991870891,False
N-Inf [mg/L],Ca_Sarcinithrix,-0.12692648253523206,0.30605583025507477,67,-0.1195075065070687,0.37156938990294197,58,0.44319885692495053,0.5799776726724112,False
N-Inf [mg/L],Ca_Villigracilis,0.04042555617560261,0.7453300965041568,67,0.10819744161334723,0.4188333688174516,58,0.8285200827991184,0.6269690306882854,False
N-Inf [mg/L],Cephaloticoccus,0.2333139063633144,0.057415836903253165,67,0.23342180413624222,0.07782648236713306,58,0.12094504809643751,0.21439308114966327,False
N-Inf [mg/L],Chelatococcus_asaccharovorans,0.0474396212597057,0.7030420879238257,67,0.02809225676792405,0.8341920267066697,58,0.7954331859678576,0.9078595563840695,False
N-Inf [mg/L],Chitinophagaceae,0.1446678701677441,0.24279485908642723,67,0.14618259339737752,0.27353713712893013,58,0.3723437818393896,0.4851902113341738,False
N-Inf [mg/L],Chlorobium,0.2750367067390616,0.024288199249318753,67,0.27595861434796926,0.036011967872550524,58,0.06085767012097989,0.1205796352920798,False
N-Inf [mg/L],Christensenellaceae_R-7_group,0.3981443985087518,0.0008477121915624869,67,0.4107317668253727,0.0013621798076226901,58,0.004106038238899182,0.009546869459765435,True
N-Inf [mg/L],Chryseobacterium,0.0038884627677492523,0.9750864599660529,67,0.006182397959984128,0.9632630630697174,58,0.9842435309910027,0.9795120219866986,False
N-Inf [mg/L],Chryseolinea,0.04923037794356555,0.6923819790430418,67,-0.011681308089294802,0.9306488391553865,58,0.7878607927424561,0.9603973091082155,False
N-Inf [mg/L],Cloacibacterium,0.10819081236524093,0.3834941880868197,67,0.06844545485903344,0.6096892155898147,58,0.5200715927410486,0.7668586866342918,False
N-Inf [mg/L],Clostridia_vadinBB60_group,-0.11473916058397397,0.35519251168712074,67,-0.12013134453959855,0.3690598096911084,58,0.4926155140472126,0.5778788427795876,False
N-Inf [mg/L],Clostridium_sensu_stricto_13,0.2624712690525086,0.03189181247710692,67,0.30250409024022024,0.020998287736626743,58,0.07552618668627298,0.08045494924773519,False
N-Inf [mg/L],Comamonadaceae,-0.06428641139957655,0.6052682630125137,67,-0.12061147929226652,0.3671353225529734,58,0.7194353200898898,0.5754352794814274,False
N-Inf [mg/L],Corynebacterium,0.15841402004370808,0.2004133273487968,67,0.12788427577981265,0.3387328908644532,58,0.3226543160806911,0.5457825200906727,False
N-Inf [mg/L],Cytophaga_xylanolytica_group,0.11794986653195387,0.3417993386161228,67,0.09632681001675138,0.47195069368203757,58,0.47991379764483155,0.6723247823100935,False
N-Inf [mg/L],Dechlorobacter,0.010715063561389359,0.9314199381705363,67,0.061461224267381175,0.6467232409687311,58,0.9558525789030967,0.7928695020786806,False
N-Inf [mg/L],Defluviicoccus,-0.02907009820704794,0.8153573483740987,67,-0.0755496306649374,0.5729921231110644,58,0.8777545149718164,0.7395257162473184,False
N-Inf [mg/L],Defluviimonas,-0.20231481258517608,0.10061465888185826,67,-0.205860166955378,0.12106654266913013,58,0.18936531652970293,0.28991657165734375,False
N-Inf [mg/L],Denitratisoma,-0.005973010942834449,0.9617389322626866,67,-0.016835899060927886,0.9001783336279499,58,0.9757527297060726,0.9439886657512568,False
N-Inf [mg/L],Denitromonas,-0.035179128994201295,0.7774665599147897,67,-0.006700659788549077,0.9601858485992972,58,0.8519039783154595,0.9781231225118259,False
N-Inf [mg/L],Desulfobacterium_catecholicum_group,0.0821341674945136,0.5087643334936,67,0.07118269993813085,0.5954294797489437,58,0.6380821533747472,0.7575446175477679,False
N-Inf [mg/L],Desulfobulbus,0.2633266039946441,0.031317592455494134,67,0.24336876948662883,0.06563924640575514,58,0.0744368446234998,0.18860502503728022,False
N-Inf [mg/L],Desulfomicrobium,0.10567131111880476,0.39473283350535815,67,0.07158562088117688,0.59334301803084,58,0.531098789795698,0.7558346600140519,False
N-Inf [mg/L],Desulfovibrio,0.12814947238399552,0.3013806626930962,67,0.09607426041964076,0.47311862802764604,58,0.4380636172653468,0.6733660955297578,False
N-Inf [mg/L],Devosia,0.3419760732148842,0.0046192092496986975,67,0.33985336125817206,0.009051730415433883,58,0.015939061935250246,0.04203012659129408,True
N-Inf [mg/L],Diaphorobacter,0.023528906263956283,0.8500974161959808,67,-0.01662907715625333,0.9013984700998272,58,0.9016394365472324,0.9450495650340899,False
N-Inf [mg/L],Dietzia,0.14914180194138654,0.22837513097320541,67,0.1429853137076435,0.2842808242888435,58,0.3552464178331428,0.49677200017915474,False
N-Inf [mg/L],Dinghuibacter,0.024302557317828093,0.8452283680932667,67,0.07950180509056218,0.5530288128940535,58,0.8983041626849412,0.7306128533340526,False
N-Inf [mg/L],Dokdonella,0.04578851495815001,0.7129217241635082,67,0.07396850342504042,0.5810708187100216,58,0.8025180194481468,0.74528923636626,False
N-Inf [mg/L],Dongia,0.14727640018099647,0.23431327473481264,67,0.10256540509346514,0.4435961702593965,58,0.3621599884938339,0.6504431753942618,False
N-Inf [mg/L],Edaphobaculum,-0.2206039510856177,0.07282736970118239,67,-0.20111243848996269,0.13007683073925103,58,0.14615941414909098,0.303502761938257,False
N-Inf [mg/L],Ellin6067,0.16807384875140666,0.17397320047964143,67,0.1672340133334481,0.2095697125114084,58,0.29042423956460517,0.40848805332680743,False
N-Inf [mg/L],Emticicia,0.10506553057726542,0.39746374017835306,67,0.103095319828598,0.4412321573332574,58,0.533362115335544,0.6483643023906239,False
N-Inf [mg/L],Enterococcus,0.07217018756124793,0.5616590652126656,67,0.12500196364155347,0.3498207420543948,58,0.68357642139815,0.5577379332715535,False
N-Inf [mg/L],Exiguobacterium,-0.1606855176269014,0.19395252829590368,67,-0.20423915817252558,0.1240878690446645,58,0.3146823934038425,0.29515613673520963,False
N-Inf [mg/L],Ferruginibacter,0.12992249756749652,0.29468577428761494,67,0.126456820873502,0.3441963932301976,58,0.4306758391536041,0.5522786983113822,False
N-Inf [mg/L],Fimbriiglobus,0.08036439385139611,0.5179695291402535,67,0.08146687057468309,0.5432279284637159,58,0.6467485402175189,0.7306128533340526,False
N-Inf [mg/L],Flavihumibacter,0.10516576643531893,0.39701110241252996,67,0.0895822963044186,0.5036655372464564,58,0.5330250347775675,0.6980883813389628,False
N-Inf [mg/L],Flavitalea,0.02448821920213265,0.8440607384184441,67,-0.007632665407650931,0.9546534842398506,58,0.8974287119709025,0.9751463463122952,False
N-Inf [mg/L],Flavobacterium,0.11146304741592142,0.36918702066888054,67,0.07759612164617148,0.5626133508456673,58,0.506274945320266,0.7325824299383571,False
N-Inf [mg/L],Flexifilaceae,-0.008110263213026112,0.9480648342386978,67,-0.03817770527595248,0.7760064341890367,58,0.9666543407923978,0.8688228900430195,False
