organism,module,peak_phase,in_prev_top10,panel,vector,vector_main_phase,projection,cosine,abs_CAP,proj_rank,is_best_driver
Neochlamydia,M4,III,False,performance,specific denitrifying P uptake rate,V,-0.0068,-0.3888,0.0176,109,False
Elusimicrobia,M3,III,False,performance,specific denitrifying P uptake rate,V,-0.0104,-0.0655,0.1594,110,False
Ochrobactrum,M4,III,False,performance,specific denitrifying P uptake rate,V,-0.0113,-0.4161,0.0272,111,False
Ca_Nomurabacteria,M5,III,False,performance,specific denitrifying P uptake rate,V,-0.0178,-0.2452,0.0727,112,False
Amaricoccus,M4,III,False,performance,specific denitrifying P uptake rate,V,-0.0183,-0.9782,0.0187,113,False
Ignavibacterium,M3,III,False,performance,specific denitrifying P uptake rate,V,-0.0189,-0.1246,0.1515,114,False
Thermomonas,M3,III,False,performance,specific denitrifying P uptake rate,V,-0.0366,-0.4069,0.09,115,False
Oligoflexia,M3,II,False,performance,specific denitrifying P uptake rate,V,-0.0372,-0.3065,0.1214,116,False
Acidaminobacter,M4,III,False,performance,specific denitrifying P uptake rate,V,-0.0402,-0.9895,0.0406,117,False
Pseudomonas,M4,III,False,performance,specific denitrifying P uptake rate,V,-0.0406,-0.9006,0.045,118,False
Hydrogenedensaceae,M3,IV,False,performance,specific denitrifying P uptake rate,V,-0.0413,-0.3458,0.1194,119,False
Sandaracinaceae,M3,III,False,performance,specific denitrifying P uptake rate,V,-0.0448,-0.3928,0.114,120,False
Denitratisoma,M3,III,True,performance,specific denitrifying P uptake rate,V,-0.0674,-0.2738,0.246,121,False
Bdellovibrio,M3,II,False,performance,specific denitrifying P uptake rate,V,-0.0721,-0.6233,0.1156,122,False
Blastopirellula,M3,III,False,performance,specific denitrifying P uptake rate,V,-0.0746,-0.5768,0.1293,123,False
Dechlorobacter,M4,I,False,performance,specific denitrifying P uptake rate,V,-0.0815,-0.9825,0.0829,124,False
Ca_Flexifilum,M3,III,False,performance,specific denitrifying P uptake rate,V,-0.0883,-0.5566,0.1587,125,False
Leptonema,M3,II,False,performance,specific denitrifying P uptake rate,V,-0.1002,-0.5521,0.1815,126,False
Hydrogenophaga,M4,III,True,performance,specific denitrifying P uptake rate,V,-0.1009,-0.98,0.103,127,False
Cephaloticoccus,M3,III,False,performance,specific denitrifying P uptake rate,V,-0.1183,-0.5307,0.2229,128,False
Dokdonella,M4,IV,True,performance,specific denitrifying P uptake rate,V,-0.1371,-0.9551,0.1436,129,False
Denitromonas,M4,I,False,performance,specific denitrifying P uptake rate,V,-0.1418,-0.9516,0.149,130,False
Luteimonas,M4,I,False,performance,specific denitrifying P uptake rate,V,-0.1425,-0.8772,0.1625,131,False
Parcubacteria,M3,II,False,performance,specific denitrifying P uptake rate,V,-0.1435,-0.6767,0.2121,132,False
Holophagaceae,M4,I,False,performance,specific denitrifying P uptake rate,V,-0.177,-0.6426,0.2754,133,False
Microscillaceae,M3,III,False,performance,specific denitrifying P uptake rate,V,-0.1912,-0.772,0.2477,134,False
Azospira,M3,II,True,performance,specific denitrifying P uptake rate,V,-0.196,-0.8085,0.2425,135,False
Desulfuromonadia,M3,II,False,performance,specific denitrifying P uptake rate,V,-0.2023,-0.9396,0.2154,136,False
Aquimonas,M3,III,False,performance,specific denitrifying P uptake rate,V,-0.2112,-0.8581,0.2461,137,False
