organism,module,peak_phase,in_prev_top10,panel,vector,vector_main_phase,projection,cosine,abs_CAP,proj_rank,is_best_driver
Desulfobulbus,M7,V,False,performance,N removal (ppm) [N-ppn],V,0.1623,0.782,0.2076,57,False
Victivallales,M7,V,False,performance,N removal (ppm) [N-ppn],V,0.155,0.815,0.1901,58,False
Devosiaceae,M7,V,False,performance,N removal (ppm) [N-ppn],V,0.1515,0.7302,0.2074,59,False
Flavobacteriales,M6,IV,False,performance,N removal (ppm) [N-ppn],V,0.1504,0.9192,0.1636,60,False
Polyangia,M7,V,False,performance,N removal (ppm) [N-ppn],V,0.1493,0.8407,0.1776,61,False
Holophagae,M7,V,True,performance,N removal (ppm) [N-ppn],V,0.1458,0.6849,0.2129,62,False
Rhodobacter,M7,III,False,performance,N removal (ppm) [N-ppn],V,0.1442,0.9186,0.157,63,False
Chlorobium,M7,IV,False,performance,N removal (ppm) [N-ppn],V,0.1436,0.9207,0.156,64,False
Hyphomicrobium,M7,V,False,performance,N removal (ppm) [N-ppn],V,0.1389,0.6206,0.2238,65,False
Spirochaetota,M7,V,False,performance,N removal (ppm) [N-ppn],V,0.1298,0.782,0.166,66,False
Myxococcaceae,M7,V,False,performance,N removal (ppm) [N-ppn],V,0.1283,0.7844,0.1635,67,False
Clostridiaceae,M6,IV,False,performance,N removal (ppm) [N-ppn],V,0.1262,0.9912,0.1273,68,False
Ca_Gottesmanbacteria,M6,IV,False,performance,N removal (ppm) [N-ppn],V,0.1257,0.9851,0.1276,69,False
Bradymonadales,M6,III,False,performance,N removal (ppm) [N-ppn],V,0.1127,0.9938,0.1134,70,False
Patescibacteria,M6,III,False,performance,N removal (ppm) [N-ppn],V,0.1114,0.9877,0.1128,71,False
Caldilineaceae,M6,II,False,performance,N removal (ppm) [N-ppn],V,0.107,0.9101,0.1175,72,False
Leifsonia,M7,V,False,performance,N removal (ppm) [N-ppn],V,0.1053,0.7937,0.1326,74,False
Rhodanobacteraceae,M3,III,False,performance,N removal (ppm) [N-ppn],V,0.1053,0.6612,0.1593,73,False
Sulfuritalea,M3,III,False,performance,N removal (ppm) [N-ppn],V,0.1043,0.5309,0.1964,75,False
Chitinophagales,M6,III,False,performance,N removal (ppm) [N-ppn],V,0.1032,0.9981,0.1034,76,True
Exiguobacterium,M7,V,False,performance,N removal (ppm) [N-ppn],V,0.1024,0.6367,0.1608,77,False
Microbacterium,M7,V,False,performance,N removal (ppm) [N-ppn],V,0.1004,0.6581,0.1526,78,False
Melioribacteraceae,M6,IV,False,performance,N removal (ppm) [N-ppn],V,0.1001,0.9797,0.1021,79,False
Lentimicrobiaceae,M6,IV,False,performance,N removal (ppm) [N-ppn],V,0.0953,0.8271,0.1152,80,False
Longilinea,M6,IV,False,performance,N removal (ppm) [N-ppn],V,0.0948,0.9412,0.1008,81,False
Pedomicrobium,M3,IV,False,performance,N removal (ppm) [N-ppn],V,0.0886,0.5418,0.1635,82,False
Devosia,M7,V,False,performance,N removal (ppm) [N-ppn],V,0.0873,0.7583,0.1151,83,False
Bacillales,M6,III,False,performance,N removal (ppm) [N-ppn],V,0.0858,0.926,0.0926,84,False
Fungi,M6,III,False,performance,N removal (ppm) [N-ppn],V,0.0781,0.9632,0.0811,85,False
Elusimicrobia,M3,III,False,performance,N removal (ppm) [N-ppn],V,0.0725,0.4551,0.1594,86,False
Vicingus,M3,III,False,performance,N removal (ppm) [N-ppn],V,0.0695,0.6143,0.1131,87,False
Kiritimatiellae,M5,III,False,performance,N removal (ppm) [N-ppn],V,0.0687,0.6568,0.1046,88,False
Denitratisoma,M3,III,True,performance,N removal (ppm) [N-ppn],V,0.0634,0.2577,0.246,89,False
Ignavibacterium,M3,III,False,performance,N removal (ppm) [N-ppn],V,0.0608,0.4014,0.1515,90,False
Kryptoniales,M5,III,False,performance,N removal (ppm) [N-ppn],V,0.0554,0.9557,0.0579,91,False
Turneriella,M5,IV,False,performance,N removal (ppm) [N-ppn],V,0.0462,0.5683,0.0813,92,False
Sporomusaceae,M5,III,False,performance,N removal (ppm) [N-ppn],V,0.0456,0.9918,0.0459,93,False
Ca_Epiflobacter,M5,III,False,performance,N removal (ppm) [N-ppn],V,0.045,0.7174,0.0628,94,False
Prolixibacteraceae,M5,III,False,performance,N removal (ppm) [N-ppn],V,0.0426,0.7275,0.0586,95,False
Williamwhitmaniaceae,M5,III,False,performance,N removal (ppm) [N-ppn],V,0.042,0.793,0.053,96,False
Christensenellaceae,M5,III,False,performance,N removal (ppm) [N-ppn],V,0.0395,0.8912,0.0443,97,False
Acidovorax,M5,III,False,performance,N removal (ppm) [N-ppn],V,0.0374,0.7062,0.0529,98,False
Sericytochromatia,M5,III,False,performance,N removal (ppm) [N-ppn],V,0.0355,0.9056,0.0392,99,False
Aeromonas,M4,III,True,performance,N removal (ppm) [N-ppn],V,0.0276,0.7671,0.0359,100,False
Oligoflexia,M3,II,False,performance,N removal (ppm) [N-ppn],V,0.0273,0.2245,0.1214,101,False
Pirellula,M4,V,False,performance,N removal (ppm) [N-ppn],V,0.0237,0.3801,0.0623,102,False
Methanothrix,M4,III,False,performance,N removal (ppm) [N-ppn],V,0.0233,0.6675,0.035,103,False
Spirochaetaceae,M5,III,False,performance,N removal (ppm) [N-ppn],V,0.0233,0.4255,0.0548,104,False
Hydrogenedensaceae,M3,IV,False,performance,N removal (ppm) [N-ppn],V,0.0219,0.1839,0.1194,105,False
Caldisericales,M4,III,False,performance,N removal (ppm) [N-ppn],V,0.0218,0.7862,0.0277,106,False
Ca_Nomurabacteria,M5,III,False,performance,N removal (ppm) [N-ppn],V,0.0208,0.2862,0.0727,107,False
Rheinheimera,M4,III,False,performance,N removal (ppm) [N-ppn],V,0.0188,0.8687,0.0217,108,False
Ca_Magasanikbacteria,M4,III,False,performance,N removal (ppm) [N-ppn],V,0.0161,0.652,0.0247,109,False
Beggiatoa,M4,III,False,performance,N removal (ppm) [N-ppn],V,0.0156,0.6621,0.0236,110,False
Sandaracinaceae,M3,III,False,performance,N removal (ppm) [N-ppn],V,0.0153,0.1339,0.114,111,False
Smithella,M4,III,False,performance,N removal (ppm) [N-ppn],V,0.0117,0.6582,0.0177,112,False
Ca_Methanofastidiosum,M4,III,False,performance,N removal (ppm) [N-ppn],V,0.0111,0.4718,0.0236,113,False
Thermomonas,M3,III,False,performance,N removal (ppm) [N-ppn],V,0.0107,0.1187,0.09,114,False
Ochrobactrum,M4,III,False,performance,N removal (ppm) [N-ppn],V,0.003,0.1087,0.0272,115,False
Neochlamydia,M4,III,False,performance,N removal (ppm) [N-ppn],V,0.0024,0.1383,0.0176,116,False
Beijerinckiaceae,M4,II,False,performance,N removal (ppm) [N-ppn],V,-0.0029,-0.9063,0.0032,117,False
Cephaloticoccus,M3,III,False,performance,N removal (ppm) [N-ppn],V,-0.0048,-0.0214,0.2229,118,False
Planococcus,M4,II,False,performance,N removal (ppm) [N-ppn],V,-0.0055,-0.8824,0.0062,119,False
Ca_Flexifilum,M3,III,False,performance,N removal (ppm) [N-ppn],V,-0.0083,-0.0523,0.1587,120,False
Leptonema,M3,II,False,performance,N removal (ppm) [N-ppn],V,-0.0085,-0.0469,0.1815,121,False
Blastopirellula,M3,III,False,performance,N removal (ppm) [N-ppn],V,-0.0099,-0.0767,0.1293,122,False
Bdellovibrio,M3,II,False,performance,N removal (ppm) [N-ppn],V,-0.0156,-0.1345,0.1156,123,False
Amaricoccus,M4,III,False,performance,N removal (ppm) [N-ppn],V,-0.0177,-0.9465,0.0187,124,False
Pseudomonas,M4,III,False,performance,N removal (ppm) [N-ppn],V,-0.0248,-0.5506,0.045,125,False
Acidaminobacter,M4,III,False,performance,N removal (ppm) [N-ppn],V,-0.0315,-0.7754,0.0406,126,False
Parcubacteria,M3,II,False,performance,N removal (ppm) [N-ppn],V,-0.0432,-0.2038,0.2121,127,False
Hydrogenophaga,M4,III,True,performance,N removal (ppm) [N-ppn],V,-0.0762,-0.7397,0.103,128,False
Dechlorobacter,M4,I,False,performance,N removal (ppm) [N-ppn],V,-0.0779,-0.9391,0.0829,129,False
Microscillaceae,M3,III,False,performance,N removal (ppm) [N-ppn],V,-0.0835,-0.3372,0.2477,130,False
Azospira,M3,II,True,performance,N removal (ppm) [N-ppn],V,-0.0952,-0.3927,0.2425,131,False
Dokdonella,M4,IV,True,performance,N removal (ppm) [N-ppn],V,-0.096,-0.6684,0.1436,132,False
Ca_Competibacter,M3,II,True,performance,N removal (ppm) [N-ppn],V,-0.108,-0.4138,0.261,133,False
Aquimonas,M3,III,False,performance,N removal (ppm) [N-ppn],V,-0.1166,-0.4738,0.2461,134,False
Bryobacter,M3,III,False,performance,N removal (ppm) [N-ppn],V,-0.1238,-0.4238,0.2922,135,False
Desulfuromonadia,M3,II,False,performance,N removal (ppm) [N-ppn],V,-0.136,-0.6314,0.2154,136,False
Denitromonas,M4,I,False,performance,N removal (ppm) [N-ppn],V,-0.1452,-0.9747,0.149,137,False
Chthoniobacteraceae,M3,III,False,performance,N removal (ppm) [N-ppn],V,-0.1612,-0.5816,0.2772,138,False
Luteimonas,M4,I,False,performance,N removal (ppm) [N-ppn],V,-0.1624,-0.9993,0.1625,139,False
Fusibacter,M2,II,False,performance,N removal (ppm) [N-ppn],V,-0.1707,-0.7052,0.2421,140,False
Ca_Bealeia,M2,II,False,performance,N removal (ppm) [N-ppn],V,-0.2519,-0.8006,0.3147,141,False
Puniceicoccaceae,M2,II,False,performance,N removal (ppm) [N-ppn],V,-0.2541,-0.8593,0.2957,142,False
Holophagaceae,M4,I,False,performance,N removal (ppm) [N-ppn],V,-0.2601,-0.9445,0.2754,143,False
Runella,M2,III,False,performance,N removal (ppm) [N-ppn],V,-0.2609,-0.8311,0.3139,144,False
Phycisphaeraceae,M2,I,False,performance,N removal (ppm) [N-ppn],V,-0.2971,-0.885,0.3357,145,False
Defluviicoccus,M2,II,False,performance,N removal (ppm) [N-ppn],V,-0.304,-0.7693,0.3951,146,False
Gammaproteobacteria,M2,II,False,performance,N removal (ppm) [N-ppn],V,-0.3218,-0.7946,0.405,147,False
Pseudofulvimonas,M2,II,False,performance,N removal (ppm) [N-ppn],V,-0.3262,-0.8374,0.3896,148,False
Bacteria,M2,I,False,performance,N removal (ppm) [N-ppn],V,-0.3286,-0.9574,0.3432,149,False
Pseudoxanthomonas,M2,I,True,performance,N removal (ppm) [N-ppn],V,-0.383,-0.8993,0.4259,150,False
Brevundimonas,M2,I,False,performance,N removal (ppm) [N-ppn],V,-0.3831,-0.9599,0.3991,151,False
Planctomycetota,M2,II,False,performance,N removal (ppm) [N-ppn],V,-0.3857,-0.8374,0.4606,152,False
Bosea,M2,II,False,performance,N removal (ppm) [N-ppn],V,-0.3904,-0.8965,0.4355,153,False
Aurantisolimonas,M2,II,False,performance,N removal (ppm) [N-ppn],V,-0.3906,-0.8625,0.4529,154,False
Shinella,M2,II,False,performance,N removal (ppm) [N-ppn],V,-0.3936,-0.8902,0.4422,155,False
Arenimonas,M2,II,False,performance,N removal (ppm) [N-ppn],V,-0.3963,-0.7874,0.5034,156,False
Chryseobacterium,M2,I,False,performance,N removal (ppm) [N-ppn],V,-0.421,-0.9732,0.4326,157,False
Niveibacterium,M2,I,False,performance,N removal (ppm) [N-ppn],V,-0.4309,-0.8966,0.4806,158,False
Lentimicrobium,M2,I,False,performance,N removal (ppm) [N-ppn],V,-0.4344,-0.9467,0.4588,159,False
Chitinophagaceae,M2,I,False,performance,N removal (ppm) [N-ppn],V,-0.4463,-0.9006,0.4955,160,False
Pannonibacter,M2,II,False,performance,N removal (ppm) [N-ppn],V,-0.4498,-0.9078,0.4954,161,False
Sphingopyxis,M2,I,False,performance,N removal (ppm) [N-ppn],V,-0.4611,-0.9475,0.4867,162,False
Flavitalea,M2,I,False,performance,N removal (ppm) [N-ppn],V,-0.4794,-0.9066,0.5288,163,False
Niabella,M1,I,False,performance,N removal (ppm) [N-ppn],V,-0.5015,-0.9494,0.5282,164,False
Taibaiella,M1,I,False,performance,N removal (ppm) [N-ppn],V,-0.5055,-0.9055,0.5583,165,False
Xanthobacteraceae,M1,I,False,performance,N removal (ppm) [N-ppn],V,-0.5115,-0.9418,0.5431,166,False
Gemmobacter,M1,I,True,performance,N removal (ppm) [N-ppn],V,-0.5146,-0.9261,0.5556,167,False
Aminobacter,M1,I,False,performance,N removal (ppm) [N-ppn],V,-0.5193,-0.943,0.5507,168,False
Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,M1,I,False,performance,N removal (ppm) [N-ppn],V,-0.5225,-0.9601,0.5442,169,False
Inhella,M1,I,False,performance,N removal (ppm) [N-ppn],V,-0.5266,-0.9483,0.5554,170,False
Zoogloea,M1,I,True,performance,N removal (ppm) [N-ppn],V,-0.5295,-0.9626,0.55,171,False
Chelatococcus_asaccharovorans,M1,I,False,performance,N removal (ppm) [N-ppn],V,-0.5347,-0.9258,0.5775,172,False
Sediminibacterium,M1,I,True,performance,N removal (ppm) [N-ppn],V,-0.555,-0.973,0.5704,173,False
Flavobacterium,M1,I,False,performance,N removal (ppm) [N-ppn],V,-0.5572,-0.9516,0.5855,174,False
Cloacibacterium,M1,I,True,performance,N removal (ppm) [N-ppn],V,-0.5618,-0.9581,0.5864,175,False
Stenotrophomonas,M1,I,False,performance,N removal (ppm) [N-ppn],V,-0.5756,-0.9717,0.5923,176,False
Kapabacteriales,M1,I,False,performance,N removal (ppm) [N-ppn],V,-0.5758,-0.9632,0.5978,177,False
Sutterellaceae,M1,I,False,performance,N removal (ppm) [N-ppn],V,-0.5797,-0.97,0.5977,178,False
Thauera,M1,I,True,performance,N removal (ppm) [N-ppn],V,-0.5992,-0.9594,0.6246,179,False
Ca_Leptovillus,M10,IV,True,performance,P removal [P%],V,0.4464,0.8929,0.4999,1,False
Ca_Villigracilis,M10,IV,False,performance,P removal [P%],V,0.4204,0.8517,0.4936,2,False
Ca_Accumulibacter,M10,V,True,performance,P removal [P%],V,0.4143,0.8486,0.4882,3,False
Ignavibacteria,M8,IV,True,performance,P removal [P%],V,0.4043,0.9878,0.4093,4,False
Rhodobacteraceae,M9,V,False,performance,P removal [P%],V,0.3951,0.7229,0.5465,5,False
Flexifilaceae,M8,IV,False,performance,P removal [P%],V,0.382,0.9621,0.397,6,False
Phaeodactylibacter,M10,V,False,performance,P removal [P%],V,0.3662,0.8137,0.4501,7,False
Anaerolineaceae,M10,IV,False,performance,P removal [P%],V,0.3566,0.8628,0.4134,8,False
Rhodoplanes,M9,V,True,performance,P removal [P%],V,0.3438,0.6725,0.5112,9,False
Ca_Sarcinithrix,M9,V,True,performance,P removal [P%],V,0.3321,0.6711,0.4948,10,False
Ca_Caldilinea,M10,IV,True,performance,P removal [P%],V,0.3302,0.8264,0.3995,11,False
Leadbetterella,M9,V,False,performance,P removal [P%],V,0.3292,0.6401,0.5143,12,False
Terrimicrobium,M10,IV,False,performance,P removal [P%],V,0.3292,0.7727,0.426,13,False
Anaerolineae,M10,V,False,performance,P removal [P%],V,0.3249,0.7655,0.4245,14,False
Gracilibacteria,M10,V,False,performance,P removal [P%],V,0.3156,0.8268,0.3817,15,False
Pirellulaceae,M10,V,False,performance,P removal [P%],V,0.3139,0.7326,0.4285,16,False
Terrimonas,M10,V,False,performance,P removal [P%],V,0.3134,0.8567,0.3659,17,False
Saprospiraceae,M8,IV,False,performance,P removal [P%],V,0.3124,0.9609,0.3251,18,False
Lysobacter,M8,IV,True,performance,P removal [P%],V,0.3119,0.9908,0.3148,19,False
Persicitalea,M9,V,False,performance,P removal [P%],V,0.3042,0.6762,0.4499,20,False
Phreatobacter,M10,V,False,performance,P removal [P%],V,0.297,0.7051,0.4213,21,False
Thermomicrobiales,M8,IV,False,performance,P removal [P%],V,0.29,0.9392,0.3088,22,False
Millisia,M10,V,False,performance,P removal [P%],V,0.2843,0.684,0.4157,23,False
alphaI_cluster,M9,V,True,performance,P removal [P%],V,0.2827,0.5999,0.4713,24,False
Mesorhizobium,M9,V,False,performance,P removal [P%],V,0.2825,0.6611,0.4274,25,False
Rhodothermaceae,M9,V,True,performance,P removal [P%],V,0.2778,0.6588,0.4217,26,False
Xanthobacter,M10,V,False,performance,P removal [P%],V,0.27,0.7331,0.3683,27,False
Paracoccus,M10,V,False,performance,P removal [P%],V,0.2603,0.7852,0.3315,28,False
Micavibrionales,M10,V,False,performance,P removal [P%],V,0.2565,0.721,0.3557,29,False
Rhizobiales,M9,V,True,performance,P removal [P%],V,0.2515,0.5981,0.4205,30,False
Pleomorphomonadaceae,M9,V,False,performance,P removal [P%],V,0.2499,0.5902,0.4234,31,False
Sphingobacteriales,M8,IV,False,performance,P removal [P%],V,0.2496,0.9848,0.2534,32,False
Defluviimonas,M9,V,False,performance,P removal [P%],V,0.248,0.5563,0.4458,33,False
Hungateiclostridiaceae,M9,V,False,performance,P removal [P%],V,0.2442,0.5743,0.4252,34,False
Ca_Pacebacteria,M8,IV,False,performance,P removal [P%],V,0.2365,0.9943,0.2378,35,False
Ca_Falkowbacteria,M8,III,False,performance,P removal [P%],V,0.2337,0.9813,0.2382,36,False
Prosthecobacter,M8,IV,False,performance,P removal [P%],V,0.231,0.9864,0.2342,37,False
Anaerolinea,M8,IV,False,performance,P removal [P%],V,0.2222,0.9751,0.2279,38,False
Leptolinea,M8,IV,False,performance,P removal [P%],V,0.218,0.9988,0.2183,39,True
Novosphingobium,M9,V,False,performance,P removal [P%],V,0.2167,0.5688,0.3809,40,False
Microtrichaceae,M9,V,False,performance,P removal [P%],V,0.2138,0.5963,0.3586,41,False
Rhodocyclaceae,M7,V,False,performance,P removal [P%],V,0.2042,0.7982,0.2559,42,False
Ignavibacteriales,M8,IV,False,performance,P removal [P%],V,0.1992,0.9703,0.2053,43,False
Solirubrobacterales,M8,IV,False,performance,P removal [P%],V,0.1969,0.9231,0.2133,44,False
Hoeflea,M8,IV,False,performance,P removal [P%],V,0.1966,0.914,0.2151,45,False
Bacteroidales,M7,V,False,performance,P removal [P%],V,0.1941,0.8231,0.2358,46,False
Fimbriimonadaceae,M8,IV,False,performance,P removal [P%],V,0.192,0.9829,0.1954,47,False
Rurimicrobium,M7,IV,False,performance,P removal [P%],V,0.1882,0.8587,0.2192,48,False
Rhodospirillales,M9,V,False,performance,P removal [P%],V,0.1877,0.5927,0.3168,49,False
Herpetosiphon,M9,V,False,performance,P removal [P%],V,0.1848,0.5967,0.3097,50,False
Ca_Parvibacillus,M8,IV,False,performance,P removal [P%],V,0.1805,0.9847,0.1833,51,False
Azonexus,M8,III,False,performance,P removal [P%],V,0.176,0.995,0.1769,52,False
Lacihabitans,M9,V,False,performance,P removal [P%],V,0.1748,0.6062,0.2884,53,False
Edaphobaculum,M9,V,False,performance,P removal [P%],V,0.1718,0.45,0.3819,54,False
Flavobacteriales,M6,IV,False,performance,P removal [P%],V,0.1584,0.9685,0.1636,55,False
Desulfobulbus,M7,V,False,performance,P removal [P%],V,0.1407,0.6779,0.2076,56,False
Bacteroidia,M9,V,False,performance,P removal [P%],V,0.1373,0.4523,0.3036,57,False
Victivallales,M7,V,False,performance,P removal [P%],V,0.1364,0.7173,0.1901,58,False
Azoarcus,M9,V,False,performance,P removal [P%],V,0.1349,0.4811,0.2804,59,False
Rhodobacter,M7,III,False,performance,P removal [P%],V,0.1331,0.8477,0.157,60,False
Polyangia,M7,V,False,performance,P removal [P%],V,0.1329,0.7484,0.1776,61,False
Chlorobium,M7,IV,False,performance,P removal [P%],V,0.1327,0.8505,0.156,62,False
Sulfuritalea,M3,III,False,performance,P removal [P%],V,0.1284,0.6538,0.1964,63,False
Devosiaceae,M7,V,False,performance,P removal [P%],V,0.1281,0.6176,0.2074,64,False
Ca_Gottesmanbacteria,M6,IV,False,performance,P removal [P%],V,0.1276,0.9998,0.1276,65,True
Clostridiaceae,M6,IV,False,performance,P removal [P%],V,0.1273,0.9998,0.1273,66,True
Rhodanobacteraceae,M3,III,False,performance,P removal [P%],V,0.1223,0.7677,0.1593,67,False
Holophagae,M7,V,True,performance,P removal [P%],V,0.1205,0.566,0.2129,68,False
Bradymonadales,M6,III,False,performance,P removal [P%],V,0.1133,0.9991,0.1134,69,True
Caldilineaceae,M6,II,False,performance,P removal [P%],V,0.1131,0.9626,0.1175,70,False
Patescibacteria,M6,III,False,performance,P removal [P%],V,0.1128,1.0,0.1128,71,True
Spirochaetota,M7,V,False,performance,P removal [P%],V,0.1126,0.6779,0.166,72,False
Myxococcaceae,M7,V,False,performance,P removal [P%],V,0.1113,0.6808,0.1635,73,False
Hyphomicrobium,M7,V,False,performance,P removal [P%],V,0.1105,0.494,0.2238,74,False
Pedomicrobium,M3,IV,False,performance,P removal [P%],V,0.1084,0.6635,0.1635,75,False
Lentimicrobiaceae,M6,IV,False,performance,P removal [P%],V,0.104,0.9031,0.1152,76,False
Melioribacteraceae,M6,IV,False,performance,P removal [P%],V,0.102,0.9988,0.1021,77,False
Chitinophagales,M6,III,False,performance,P removal [P%],V,0.101,0.9769,0.1034,78,False
Longilinea,M6,IV,False,performance,P removal [P%],V,0.0989,0.9817,0.1008,79,False
Denitratisoma,M3,III,True,performance,P removal [P%],V,0.0988,0.4019,0.246,80,False
Elusimicrobia,M3,III,False,performance,P removal [P%],V,0.0933,0.5854,0.1594,81,False
Leifsonia,M7,V,False,performance,P removal [P%],V,0.0918,0.6918,0.1326,82,False
Exiguobacterium,M7,V,False,performance,P removal [P%],V,0.0823,0.5119,0.1608,83,False
Vicingus,M3,III,False,performance,P removal [P%],V,0.0823,0.7273,0.1131,84,False
Microbacterium,M7,V,False,performance,P removal [P%],V,0.0817,0.5358,0.1526,85,False
Ignavibacterium,M3,III,False,performance,P removal [P%],V,0.0813,0.5362,0.1515,86,False
Fungi,M6,III,False,performance,P removal [P%],V,0.0805,0.9929,0.0811,87,False
Kiritimatiellae,M5,III,False,performance,P removal [P%],V,0.0799,0.764,0.1046,88,False
Bacillales,M6,III,False,performance,P removal [P%],V,0.0794,0.8577,0.0926,89,False
Devosia,M7,V,False,performance,P removal [P%],V,0.0749,0.6502,0.1151,90,False
Kryptoniales,M5,III,False,performance,P removal [P%],V,0.0573,0.9894,0.0579,91,False
Turneriella,M5,IV,False,performance,P removal [P%],V,0.0559,0.687,0.0813,92,False
Ca_Epiflobacter,M5,III,False,performance,P removal [P%],V,0.0512,0.8152,0.0628,93,False
Prolixibacteraceae,M5,III,False,performance,P removal [P%],V,0.0483,0.8235,0.0586,94,False
Williamwhitmaniaceae,M5,III,False,performance,P removal [P%],V,0.0464,0.8765,0.053,95,False
Sporomusaceae,M5,III,False,performance,P removal [P%],V,0.0459,0.9997,0.0459,96,True
Oligoflexia,M3,II,False,performance,P removal [P%],V,0.045,0.3703,0.1214,97,False
Acidovorax,M5,III,False,performance,P removal [P%],V,0.0426,0.8058,0.0529,98,False
Christensenellaceae,M5,III,False,performance,P removal [P%],V,0.0421,0.9499,0.0443,99,False
Hydrogenedensaceae,M3,IV,False,performance,P removal [P%],V,0.0396,0.3314,0.1194,100,False
Sericytochromatia,M5,III,False,performance,P removal [P%],V,0.0376,0.9596,0.0392,101,False
Sandaracinaceae,M3,III,False,performance,P removal [P%],V,0.0323,0.2833,0.114,102,False
Ca_Nomurabacteria,M5,III,False,performance,P removal [P%],V,0.0312,0.4288,0.0727,103,False
Aeromonas,M4,III,True,performance,P removal [P%],V,0.0308,0.8559,0.0359,104,False
Spirochaetaceae,M5,III,False,performance,P removal [P%],V,0.0306,0.5584,0.0548,105,False
Cephaloticoccus,M3,III,False,performance,P removal [P%],V,0.0292,0.1312,0.2229,106,False
Methanothrix,M4,III,False,performance,P removal [P%],V,0.027,0.7731,0.035,107,False
Caldisericales,M4,III,False,performance,P removal [P%],V,0.0242,0.8711,0.0277,108,False
Thermomonas,M3,III,False,performance,P removal [P%],V,0.0242,0.2685,0.09,109,False
Rheinheimera,M4,III,False,performance,P removal [P%],V,0.0203,0.934,0.0217,110,False
Leptonema,M3,II,False,performance,P removal [P%],V,0.0192,0.1058,0.1815,111,False
Ca_Magasanikbacteria,M4,III,False,performance,P removal [P%],V,0.0188,0.7599,0.0247,112,False
Beggiatoa,M4,III,False,performance,P removal [P%],V,0.0181,0.7685,0.0236,113,False
Ca_Flexifilum,M3,III,False,performance,P removal [P%],V,0.0159,0.1004,0.1587,114,False
Pirellula,M4,V,False,performance,P removal [P%],V,0.0146,0.2348,0.0623,115,False
Ca_Methanofastidiosum,M4,III,False,performance,P removal [P%],V,0.0142,0.6006,0.0236,116,False
Smithella,M4,III,False,performance,P removal [P%],V,0.0136,0.7652,0.0177,117,False
Blastopirellula,M3,III,False,performance,P removal [P%],V,0.0098,0.076,0.1293,118,False
Ochrobactrum,M4,III,False,performance,P removal [P%],V,0.007,0.2588,0.0272,119,False
Neochlamydia,M4,III,False,performance,P removal [P%],V,0.0051,0.2875,0.0176,120,False
Bdellovibrio,M3,II,False,performance,P removal [P%],V,0.0021,0.0179,0.1156,121,False
Beijerinckiaceae,M4,II,False,performance,P removal [P%],V,-0.003,-0.9601,0.0032,122,False
Planococcus,M4,II,False,performance,P removal [P%],V,-0.005,-0.8004,0.0062,123,False
Parcubacteria,M3,II,False,performance,P removal [P%],V,-0.0111,-0.0523,0.2121,124,False
Amaricoccus,M4,III,False,performance,P removal [P%],V,-0.0166,-0.8863,0.0187,125,False
Pseudomonas,M4,III,False,performance,P removal [P%],V,-0.0188,-0.4171,0.045,126,False
Acidaminobacter,M4,III,False,performance,P removal [P%],V,-0.0272,-0.6702,0.0406,127,False
Microscillaceae,M3,III,False,performance,P removal [P%],V,-0.047,-0.1899,0.2477,128,False
Azospira,M3,II,True,performance,P removal [P%],V,-0.0601,-0.2481,0.2425,129,False
Hydrogenophaga,M4,III,True,performance,P removal [P%],V,-0.0647,-0.6285,0.103,130,False
Ca_Competibacter,M3,II,True,performance,P removal [P%],V,-0.0705,-0.2703,0.261,131,False
Dechlorobacter,M4,I,False,performance,P removal [P%],V,-0.0726,-0.8758,0.0829,132,False
Dokdonella,M4,IV,True,performance,P removal [P%],V,-0.0786,-0.5473,0.1436,133,False
Bryobacter,M3,III,False,performance,P removal [P%],V,-0.0821,-0.2809,0.2922,134,False
Aquimonas,M3,III,False,performance,P removal [P%],V,-0.0823,-0.3342,0.2461,135,False
Desulfuromonadia,M3,II,False,performance,P removal [P%],V,-0.109,-0.506,0.2154,136,False
Chthoniobacteraceae,M3,III,False,performance,P removal [P%],V,-0.125,-0.4509,0.2772,137,False
Denitromonas,M4,I,False,performance,P removal [P%],V,-0.1385,-0.9293,0.149,138,False
Fusibacter,M2,II,False,performance,P removal [P%],V,-0.1426,-0.589,0.2421,139,False
Luteimonas,M4,I,False,performance,P removal [P%],V,-0.1595,-0.982,0.1625,140,False
Ca_Bealeia,M2,II,False,performance,P removal [P%],V,-0.2203,-0.7,0.3147,141,False
Puniceicoccaceae,M2,II,False,performance,P removal [P%],V,-0.2281,-0.7714,0.2957,142,False
Runella,M2,III,False,performance,P removal [P%],V,-0.2312,-0.7367,0.3139,143,False
Defluviicoccus,M2,II,False,performance,P removal [P%],V,-0.262,-0.6631,0.3951,144,False
Phycisphaeraceae,M2,I,False,performance,P removal [P%],V,-0.2698,-0.8037,0.3357,145,False
Holophagaceae,M4,I,False,performance,P removal [P%],V,-0.2709,-0.9835,0.2754,146,False
Gammaproteobacteria,M2,II,False,performance,P removal [P%],V,-0.2806,-0.6929,0.405,147,False
Pseudofulvimonas,M2,II,False,performance,P removal [P%],V,-0.29,-0.7444,0.3896,148,False
Bacteria,M2,I,False,performance,P removal [P%],V,-0.3097,-0.9023,0.3432,149,False
Planctomycetota,M2,II,False,performance,P removal [P%],V,-0.3429,-0.7444,0.4606,150,False
Arenimonas,M2,II,False,performance,P removal [P%],V,-0.3445,-0.6843,0.5034,151,False
